Ich bin.; I am.
Sie hat sich für ein vegetarisches Gericht entschieden, obwohl sie normalerweise Fleisch isst.;She chose a vegetarian dish, although she normally eats meat.
Wir diskutieren oft darüber, welches Restaurant in der Stadt das beste Essen anbietet.;We often discuss which restaurant in the city offers the best food.
Ich fand den Fisch etwas zu salzig, aber insgesamt war das Essen trotzdem gut.;I found the fish a bit too salty, but overall the food was still good.
Wenn du möchtest, können wir uns morgen in diesem neuen Restaurant treffen und gemeinsam essen.;If you want, we can meet at this new restaurant tomorrow and eat together.
Ich reserviere einen Tisch für vier Personen auf der Terrasse.;I reserve a table for four people on the terrace.
Hast du schon entschieden, was du bestellen möchtest?;Have you already decided what you would like to order?
Wir haben uns trotz des Regens draußen hingesetzt.;Despite the rain, we sat outside.
Der Kellner brachte uns sofort Wasser, ohne dass wir danach gefragt hatten.;The waiter immediately brought us water without us asking for it.
Ich nehme eine Suppe als Vorspeise, bevor ich das Hauptgericht bestelle.;I’ll have a soup as a starter before ordering the main course.
Kannst du mir etwas empfehlen, das nicht zu schwer ist?;Can you recommend something that is not too heavy?
Sie hat sich darüber beschwert, dass das Essen kalt serviert wurde.;She complained that the food was served cold.
Obwohl das Restaurant teuer ist, kommen wir oft hierher.;Although the restaurant is expensive, we often come here.
Ich hätte gern ein Glas trockenen Weißwein zu meinem Fisch.;I would like a glass of dry white wine with my fish.
Das Gericht, das du bestellt hast, sieht wirklich lecker aus.;The dish that you ordered looks really delicious.
Wir teilen uns eine große Pizza, damit wir beide verschiedene Dinge probieren können.;We share a large pizza so that we can both try different things.
Er hat versehentlich das falsche Gericht bekommen.;He accidentally received the wrong dish.
Falls es möglich wäre, würden wir gern den Tisch wechseln.;If it were possible, we would like to change the table.
Ich bin mir nicht sicher, ob die Portion groß genug sein wird.;I am not sure whether the portion will be big enough.
Die Bedienung war außergewöhnlich aufmerksam und freundlich.;The service was exceptionally attentive and friendly.
Wir haben lange gewartet, bis jemand unsere Bestellung aufgenommen hat.;We waited a long time until someone took our order.
Ich bestelle normalerweise etwas Leichtes, wenn ich abends esse.;I usually order something light when I eat in the evening.
Das Fleisch wurde perfekt gebraten, sodass es sehr saftig war.;The meat was cooked perfectly so that it was very juicy.
Kann ich bitte getrennt bezahlen oder geht das nur zusammen?;Can I pay separately or is it only possible together?
Sie hat mir geraten, das Tagesgericht zu probieren.;She advised me to try the dish of the day.
Das Restaurant, in dem wir gestern waren, war unglaublich voll.;The restaurant where we were yesterday was incredibly crowded.
Ich habe vergessen zu sagen, dass ich keine Zwiebeln möchte.;I forgot to say that I don’t want onions.
Der Wein passt hervorragend zu diesem Gericht.;The wine goes excellently with this dish.
Wenn ich mehr Zeit hätte, würde ich öfter hier essen gehen.;If I had more time, I would eat here more often.
Er tut so, als ob er sich mit Wein gut auskennen würde.;He acts as if he knew a lot about wine.
Wir sind extra früh gekommen, um einen guten Platz zu bekommen.;We came early on purpose to get a good seat.
Ich habe noch nie so ein gut gewürztes Gericht gegessen.;I have never eaten such a well-seasoned dish.
Es wäre besser gewesen, vorher zu reservieren.;It would have been better to reserve in advance.
Die Preise sind höher, als ich erwartet hatte.;The prices are higher than I expected.
Ich frage mich, ob sie auch vegane Optionen anbieten.;I wonder if they also offer vegan options.
Die Musik im Hintergrund ist etwas zu laut.;The background music is a bit too loud.
Er hat sich darüber geärgert, dass die Bestellung falsch war.;He was annoyed that the order was wrong.
Wir hätten gern noch zwei Gläser Wasser.;We would like two more glasses of water.
Die Speisekarte wurde inzwischen aktualisiert.;The menu has since been updated.
Ich freue mich darauf, das Dessert zu probieren.;I am looking forward to trying the dessert.
Sie bestand darauf, die Rechnung zu übernehmen.;She insisted on paying the bill.
Das Restaurant wurde vor kurzem renoviert.;The restaurant was recently renovated.
Ich kann mich nicht entscheiden, weil alles so gut klingt.;I cannot decide because everything sounds so good.
Er hat vorgeschlagen, ein neues Restaurant auszuprobieren.;He suggested trying a new restaurant.
Ob wir hier noch einmal essen gehen werden, hängt vom Service ab.;Whether we will eat here again depends on the service.
Ich hätte lieber etwas ohne Fleisch bestellt.;I would have preferred to order something without meat.
Die Portion war so groß, dass ich sie nicht aufessen konnte.;The portion was so large that I couldn’t finish it.
Wir haben uns lange darüber unterhalten, welches Gericht das beste war.;We talked for a long time about which dish was the best.
Der Koch scheint sehr erfahren zu sein.;The chef seems to be very experienced.
Ich würde empfehlen, einen Tisch im Voraus zu reservieren.;I would recommend reserving a table in advance.
Sie fragte, ob wir noch etwas bestellen möchten.;She asked whether we would like to order anything else.
Das Essen wird frisch zubereitet, weshalb es etwas länger dauert.;The food is prepared fresh, which is why it takes a bit longer.
Ich hätte gern die Rechnung, sobald es Ihnen passt.;I would like the bill whenever it suits you.
Er hat sich daran gewöhnt, regelmäßig auswärts zu essen.;He has gotten used to eating out regularly.
Das war mit Abstand das beste Dessert des Abends.;That was by far the best dessert of the evening.
Ich reserviere einen Tisch für vier Personen auf der Terrasse.;I reserve a table for four people on the terrace.
Hast du schon entschieden, was du bestellen möchtest?;Have you already decided what you would like to order?
Wir haben uns trotz des Regens draußen hingesetzt.;Despite the rain, we sat outside.
Der Kellner brachte uns sofort Wasser, ohne dass wir danach gefragt hatten.;The waiter immediately brought us water without us asking for it.
Könnten Sie mir bitte die Speisekarte mit den vegetarischen Gerichten zeigen?;Could you please show me the menu with the vegetarian dishes?
Das Rinderfilet wurde auf den Punkt medium-rare gebraten.;The beef fillet was cooked to perfection medium-rare.
Ich würde gerne etwas Leichtes bestellen, da ich keinen großen Hunger habe.;I would like to order something light since I'm not very hungry.
Die Bedienung empfahl uns freundlicherweise den Fisch des Tages.;The waitress kindly recommended the fish of the day to us.
Wegen der langen Wartezeit haben wir uns beim Manager beschwert.;Because of the long waiting time, we complained to the manager.
Das Essen schmeckt heute ausgezeichnet, besonders die hausgemachte Pasta.;The food tastes excellent today, especially the homemade pasta.
Trotz der hohen Preise ist dieses Restaurant immer ausgebucht.;Despite the high prices, this restaurant is always fully booked.
Wir teilen uns die Vorspeise, damit wir noch Platz für den Nachtisch haben.;We're sharing the appetizer so we still have room for dessert.
Der Koch hat das Steak versehentlich zu stark durchgebraten.;The chef accidentally cooked the steak too well-done.
Ich bestehe darauf, dass das Gemüse knackig und nicht verkocht ist.;I insist that the vegetables be crispy and not overcooked.
Während des Essens unterhielten wir uns angeregt über unsere Reisepläne.;During the meal, we had an animated conversation about our travel plans.
Das Lokal liegt gleich um die Ecke vom Hauptbahnhof.;The restaurant is located right around the corner from the main train station.
Nachdem wir bezahlt hatten, gaben wir dem Kellner ein großzügiges Trinkgeld.;After we had paid, we gave the waiter a generous tip.
Die Atmosphäre ist gemütlich, dank der gedämpften Beleuchtung und der leisen Musik.;The atmosphere is cozy thanks to the dimmed lighting and soft music.
Anstatt der gebratenen Kartoffeln hätte ich lieber Reis als Beilage.;Instead of the fried potatoes, I would prefer rice as a side dish.
Das Schnitzel war so zäh, dass ich es kaum kauen konnte.;The schnitzel was so tough that I could barely chew it.
Wir müssen unbedingt die selbstgemachten Nachspeisen probieren!;We absolutely must try the homemade desserts!
Innerhalb von zehn Minuten wurden alle Vorspeisen serviert.;Within ten minutes, all the appetizers were served.
Der Rotwein passt hervorragend zu diesem würzigen Wildgericht.;The red wine pairs excellently with this spicy game dish.
Falls das Restaurant voll sein sollte, können wir ins Café gegenüber gehen.;In case the restaurant is full, we can go to the café across the street.
Sie bestellte den Salat ohne Zwiebeln, da sie diese nicht verträgt.;She ordered the salad without onions since she doesn't tolerate them.
Angesichts der erstklassigen Qualität sind die Portionen überraschend großzügig.;Considering the first-class quality, the portions are surprisingly generous.
Bevor wir uns setzen, sollten wir nachfragen, ob sie glutenfreie Optionen haben.;Before we sit down, we should ask whether they have gluten-free options.
Der Sommelier schlug uns einen trockenen Weißwein zur Meeresfrüchte-Platte vor.;The sommelier suggested a dry white wine to accompany the seafood platter.
Aufgrund meiner Allergie muss ich auf Nüsse in allen Speisen verzichten.;Due to my allergy, I have to avoid nuts in all dishes.
Die Suppe war dermaßen scharf gewürzt, dass mir die Tränen kamen.;The soup was seasoned so spicily that tears came to my eyes.
Mittels einer speziellen App kann man hier kontaktlos bezahlen.;By means of a special app, you can pay contactlessly here.
Seit der Renovierung wirkt das Interieur viel moderner und einladender.;Since the renovation, the interior looks much more modern and inviting.
Entgegen meiner Erwartungen war die Pizza weitaus besser als im Vorjahr.;Contrary to my expectations, the pizza was far better than last year.
Dank der offenen Küche können wir dem Koch bei der Zubereitung zusehen.;Thanks to the open kitchen, we can watch the chef during preparation.
Je länger wir warten mussten, desto ungeduldiger wurden die Gäste.;The longer we had to wait, the more impatient the guests became.
Der Kellner räumte die Teller ab, sobald wir mit dem Hauptgang fertig waren.;The waiter cleared the plates as soon as we were finished with the main course.
Obwohl ich normalerweise kein Fleisch esse, habe ich heute eine Ausnahme gemacht.;Although I normally don't eat meat, I made an exception today.
Die Tagessuppe wurde mir wärmstens ans Herz gelegt.;The soup of the day was warmly recommended to me.
Unterhalb des Restaurants befindet sich ein gemütlicher Weinkeller.;Below the restaurant, there is a cozy wine cellar.
Mithilfe der digitalen Speisekarte kann man Allergene leicht herausfiltern.;With the help of the digital menu, you can easily filter out allergens.
Abgesehen von der etwas langsamen Bedienung war alles tadellos.;Apart from the somewhat slow service, everything was impeccable.
Die Gäste versammelten sich um den großen runden Tisch in der Mitte des Saals.;The guests gathered around the large round table in the middle of the hall.
Zwischen den Gängen servierte man uns erfrischende Sorbets zur Gaumenreinigung.;Between courses, they served us refreshing sorbets for palate cleansing.
Gegenüber dem Eingang hängt ein beeindruckendes Gemälde eines berühmten Künstlers.;Opposite the entrance hangs an impressive painting by a famous artist.
Laut Speisekarte enthält dieses Gericht frische Kräuter aus dem eigenen Garten.;According to the menu, this dish contains fresh herbs from their own garden.
Jenseits der gewöhnlichen Gerichte bietet die Karte auch exotische Spezialitäten.;Beyond the ordinary dishes, the menu also offers exotic specialties.
Unweit des Marktplatzes haben wir ein charmantes Bistro mit fairen Preisen entdeckt.;Not far from the market square, we discovered a charming bistro with fair prices.
Diesseits der Brücke gibt es mehrere gehobene Restaurants mit Seeblick.;On this side of the bridge, there are several upscale restaurants with a lake view.
Oberhalb des Stadtzentrums liegt ein Panoramarestaurant mit atemberaubender Aussicht.;Above the city center, there's a panoramic restaurant with a breathtaking view.
Längs der Promenade reihen sich zahlreiche Cafés und Fischrestaurants aneinander.;Along the promenade, numerous cafés and fish restaurants line up next to each other.
Unterhalb der Altstadt versteckt sich eine urige Weinstube mit rustikalem Charme.;Below the old town, there's a quaint wine tavern with rustic charm hidden away.
Inmitten des Trubels fanden wir einen ruhigen Platz im hinteren Bereich.;Amid the hustle and bustle, we found a quiet spot in the back area.
Hinsichtlich der Weinauswahl übertrifft dieses Lokal alle anderen in der Gegend.;Regarding the wine selection, this establishment surpasses all others in the area.
Bezüglich meiner Unverträglichkeit habe ich die Köchin vorher informiert.;Concerning my intolerance, I informed the chef beforehand.
Infolge der ausgezeichneten Kritiken war es schwierig, einen Tisch zu bekommen.;As a result of the excellent reviews, it was difficult to get a table.
Zugunsten der Nachhaltigkeit verwendet das Restaurant ausschließlich regionale Produkte.;For the sake of sustainability, the restaurant uses exclusively regional products.
Zulasten der Geschwindigkeit wird hier besonderer Wert auf Qualität gelegt.;At the expense of speed, special emphasis is placed on quality here.
Anhand der Menükarte erkannte ich sofort den mediterranen Einfluss.;Based on the menu card, I immediately recognized the Mediterranean influence.
Kraft seiner langjährigen Erfahrung kreiert der Chefkoch wahre Kunstwerke.;By virtue of his many years of experience, the head chef creates true works of art.
Seitens der Geschäftsleitung gab es eine Entschuldigung für die Unannehmlichkeiten.;On the part of the management, there was an apology for the inconveniences.
Vermittels ausgeklügelter Techniken gelingt es ihm, die Aromen perfekt zu vereinen.;By means of sophisticated techniques, he manages to combine the flavors perfectly.
Mangels frischer Zutaten mussten einige Gerichte von der Karte gestrichen werden.;For lack of fresh ingredients, some dishes had to be removed from the menu.
Zwecks besserer Übersicht sind die Gerichte nach Kategorien gegliedert.;For the purpose of better clarity, the dishes are organized by categories.
Statt des üblichen Menüs gibt es heute ein spezielles Degustationsmenü.;Instead of the usual menu, there's a special tasting menu today.
Kraft seines Amtes als Sommelier berät er die Gäste bei der Weinwahl.;By virtue of his position as sommelier, he advises guests on their wine selection.
Anstelle von Butter wird hier ausschließlich hochwertiges Olivenöl verwendet.;In place of butter, only high-quality olive oil is used here.
Zufolge der Recherchen stammt das Rezept aus dem 18. Jahrhundert.;According to the research, the recipe dates back to the 18th century.
Unbeschadet der hohen Nachfrage bleibt die Qualität konstant ausgezeichnet.;Notwithstanding the high demand, the quality remains consistently excellent.
Vorbehaltlich der Verfügbarkeit können wir das Menü individuell anpassen.;Subject to availability, we can customize the menu individually.
Einschließlich der Getränke belief sich die Rechnung auf zweihundert Euro.;Including drinks, the bill amounted to two hundred euros.
Ausschließlich biologisch angebauter Wein wird in diesem Etablissement ausgeschenkt.;Exclusively organically grown wine is served in this establishment.
Mitsamt der Beilagen wirkte der Teller kunstvoll und appetitlich arrangiert.;Together with the side dishes, the plate looked artfully and appetizingly arranged.
Nebst den regulären Gerichten bietet man auch saisonale Spezialitäten an.;Besides the regular dishes, they also offer seasonal specialties.
Zudem gibt es eine umfangreiche Auswahl an hausgemachten Limonaden.;Moreover, there's an extensive selection of homemade lemonades.
Überdies verfügt das Restaurant über eine beeindruckende Käseplatte.;Furthermore, the restaurant features an impressive cheese platter.
Zumal die Preise moderat sind, lohnt sich ein Besuch auf jeden Fall.;Especially since the prices are moderate, a visit is definitely worthwhile.
Allerdings muss man rechtzeitig reservieren, besonders am Wochenende.;However, one must reserve in advance, especially on weekends.
Dennoch war ich von der Qualität des Nachtischs etwas enttäuscht.;Nevertheless, I was somewhat disappointed by the quality of the dessert.
Hingegen überzeugte mich die Vorspeise durch ihre raffinierten Aromen.;On the other hand, the appetizer convinced me with its refined flavors.
Indessen bereitete der Sous-Chef bereits die nächsten Bestellungen vor.;Meanwhile, the sous-chef was already preparing the next orders.
Freilich kostet ein Menü mit Weinbegleitung deutlich mehr.;Of course, a menu with wine pairing costs significantly more.
Immerhin war die Portionsgröße angemessen und sättigend.;At least the portion size was adequate and filling.
Gleichwohl schätze ich die authentische Atmosphäre dieses Lokals sehr.;Nevertheless, I highly appreciate the authentic atmosphere of this establishment.
Folglich habe ich mich entschlossen, hier öfter essen zu gehen.;Consequently, I've decided to eat here more often.
Insofern lohnt es sich, die Empfehlungen des Personals zu befolgen.;In that respect, it's worth following the staff's recommendations.
Somit haben wir alle Gänge des Degustationsmenüs durchprobiert.;Thus, we tried all courses of the tasting menu.
Demnach sollten wir das nächste Mal früher erscheinen.;Accordingly, we should arrive earlier next time.
Mithin ist dieses Restaurant eines der besten in der Region.;Hence, this restaurant is one of the best in the region.
Demzufolge wundert es mich nicht, dass es stets gut besucht ist.;Consequently, it doesn't surprise me that it's always well attended.
Indes warteten wir geduldig auf unsere Hauptspeise.;Meanwhile, we waited patiently for our main course.
Dessen ungeachtet bleibt die Küche auch bei Stress professionell.;Notwithstanding that, the kitchen remains professional even under stress.
Nichtsdestotrotz gab es kleinere Mängel bei der Präsentation.;Nonetheless, there were minor flaws in the presentation.
Vielmehr überzeugte das Gesamtpaket aus Ambiente und Geschmack.;Rather, the overall package of ambiance and taste was convincing.
Einerseits schätze ich die kreative Küche, andererseits vermisse ich traditionelle Gerichte.;On the one hand, I appreciate the creative cuisine; on the other hand, I miss traditional dishes.
Sowohl die Fleischgerichte als auch die vegetarischen Optionen sind exzellent.;Both the meat dishes and the vegetarian options are excellent.
Weder die Suppe noch der Salat entsprachen meinen Erwartungen.;Neither the soup nor the salad met my expectations.
Entweder nehme ich das Tagesgericht oder ich entscheide mich für die Pasta.;Either I'll take the daily special or I'll decide on the pasta.
Zwar ist das Restaurant etwas teurer, aber die Qualität rechtfertigt den Preis.;Although the restaurant is somewhat more expensive, the quality justifies the price.
Sofern noch Plätze frei sind, würde ich gerne spontan vorbeikommen.;Provided there are still seats available, I would like to drop by spontaneously.
Sobald die Küche öffnet, bildet sich bereits eine Warteschlange.;As soon as the kitchen opens, a queue already forms.
Solange die Zutaten frisch sind, schmecken die Gerichte hervorragend.;As long as the ingredients are fresh, the dishes taste outstanding.
Falls Sie Allergien haben, teilen Sie uns dies bitte umgehend mit.;In case you have allergies, please inform us immediately.
Während der Sommermonate sitzt man bevorzugt im Biergarten.;During the summer months, people prefer to sit in the beer garden.
Bevor das Dessert serviert wird, räumt man die Teller des Hauptgangs ab.;Before dessert is served, they clear the main course plates.
Nachdem wir die Rechnung beglichen hatten, verabschiedeten wir uns herzlich.;After we had settled the bill, we said our warm goodbyes.
Seitdem ich hier gegessen habe, schwärme ich allen davon vor.;Since I ate here, I've been raving about it to everyone.
Bis die Vorspeise kam, hatten wir bereits zwei Gläser Wein getrunken.;By the time the appetizer arrived, we had already drunk two glasses of wine.
Sobald der Kellner winkt, wissen wir, dass unser Tisch bereit ist.;As soon as the waiter waves, we know our table is ready.
Kaum hatten wir Platz genommen, als uns schon die Karte gereicht wurde.;No sooner had we sat down than the menu was handed to us.
Ehe wir bestellen, sollten wir uns die Tagesempfehlungen anhören.;Before we order, we should listen to the daily recommendations.
Indem wir vorher anriefen, konnten wir einen Fensterplatz reservieren.;By calling ahead, we were able to reserve a window seat.
Dadurch dass wir Stammgäste sind, werden wir besonders freundlich behandelt.;Due to the fact that we're regular customers, we're treated especially kindly.
Außer uns waren nur noch zwei weitere Gäste im Restaurant.;Apart from us, there were only two other guests in the restaurant.
Ohne die Empfehlung meines Kollegen hätte ich dieses Lokal nie gefunden.;Without my colleague's recommendation, I would never have found this place.
Mit Ausnahme des Nachtischs war jeder Gang absolut perfekt.;With the exception of dessert, every course was absolutely perfect.
Trotz alledem würde ich dieses Restaurant weiterempfehlen.;Despite all that, I would still recommend this restaurant.
Ungeachtet dessen entschied ich mich für das vegetarische Menü.;Regardless of that, I decided on the vegetarian menu.
Abgesehen davon war der Service erstklassig und aufmerksam.;Apart from that, the service was first-class and attentive.
Außerhalb der Stoßzeiten ist es hier angenehm ruhig.;Outside of peak hours, it's pleasantly quiet here.
Innerhalb kürzester Zeit hatte sich das Lokal komplett gefüllt.;Within a very short time, the establishment had completely filled up.
Während des gesamten Abends spielte dezente Jazz-Musik im Hintergrund.;Throughout the entire evening, subtle jazz music played in the background.
Entlang der Bar standen elegante Barhocker aus dunklem Leder.;Along the bar stood elegant bar stools made of dark leather.
Gegenüber der Küche befand sich ein großer offener Kamin.;Opposite the kitchen was a large open fireplace.
Um die Ecke gibt es eine kleine Tapas-Bar mit spanischem Flair.;Around the corner, there's a small tapas bar with Spanish flair.
Durch die großen Fenster fiel warmes Abendlicht herein.;Through the large windows, warm evening light streamed in.
Über dem Tresen hingen kunstvolle Kupfertöpfe und Pfannen.;Above the counter hung artistic copper pots and pans.
Unter dem Tisch lag eine weiche Fußmatte aus Schaffell.;Under the table lay a soft sheepskin footmat.
Hinter der Theke arbeitete der Barkeeper an einem komplexen Cocktail.;Behind the counter, the bartender was working on a complex cocktail.
Vor dem Restaurant parkten mehrere teure Sportwagen.;In front of the restaurant, several expensive sports cars were parked.
Neben meinem Teller lag ein handgeschriebenes Menü auf Büttenpapier.;Next to my plate lay a handwritten menu on handmade paper.
Zwischen den Gängen unterhielten wir uns angeregt über Kulinarik.;Between courses, we had an animated conversation about culinary matters.
Bei schönem Wetter öffnet man die Glasfronten komplett.;In nice weather, they open the glass fronts completely.
An diesem Abend war die Atmosphäre besonders festlich.;On this evening, the atmosphere was particularly festive.
In der Küche herrschte geschäftiges Treiben und konzentrierte Stille zugleich.;In the kitchen, there was busy activity and concentrated silence at the same time.
Zu jedem Gang wurde uns eine passende Weinbegleitung angeboten.;With each course, we were offered a suitable wine pairing.
Nach dem Essen genossen wir noch einen Digestif an der Bar.;After the meal, we enjoyed a digestif at the bar.
Seit Jahren ist dieser Küchenchef für seine innovativen Kreationen bekannt.;For years, this chef has been known for his innovative creations.
Von der Decke hingen kunstvolle Kronleuchter aus Muranoglas.;From the ceiling hung artistic chandeliers made of Murano glass.
Aus der Küche strömten verlockende Düfte in den Gastraum.;From the kitchen, enticing aromas wafted into the dining room.
Zum Abschluss servierte man uns hausgemachte Pralinen zum Kaffee.;To conclude, they served us homemade pralines with our coffee.
Für besondere Anlässe bietet das Restaurant auch private Räume an.;For special occasions, the restaurant also offers private rooms.
Gegen Abend füllt sich das Lokal zusehends mit gut gekleideten Gästen.;Towards evening, the establishment increasingly fills with well-dressed guests.
Bis Mitternacht hat die Küche noch geöffnet.;The kitchen is still open until midnight.
Ab nächster Woche gibt es ein neues saisonales Menü.;Starting next week, there will be a new seasonal menu.
Per Telefon oder E-Mail kann man bequem reservieren.;You can conveniently reserve by phone or email.
Pro Person rechnet man mit etwa achtzig Euro inklusive Getränken.;Per person, one calculates about eighty euros including drinks.
Je nach Tagesangebot variieren die Preise leicht.;Depending on the daily offerings, prices vary slightly.
Laut Küchenchef werden alle Soßen hausgemacht zubereitet.;According to the head chef, all sauces are prepared homemade.
Dank der offenen Architektur wirkt der Raum großzügig und hell.;Thanks to the open architecture, the room appears spacious and bright.
Samt den Amuse-Bouches bestand das Menü aus sieben Gängen.;Including the amuse-bouches, the menu consisted of seven courses.
Gemäß der Philosophie des Hauses wird auf künstliche Zusatzstoffe verzichtet.;In accordance with the house philosophy, artificial additives are avoided.
Entsprechend den Jahreszeiten wechselt die Speisekarte vierteljährlich.;According to the seasons, the menu changes quarterly.
Entgegen allen Erwartungen war das unscheinbare Lokal ein Geheimtipp.;Contrary to all expectations, the inconspicuous establishment was an insider tip.
Zufolge diverser Auszeichnungen gehört es zu den Top Ten der Stadt.;According to various awards, it belongs to the top ten in the city.
Unweit vom Bahnhof entfernt liegt dieses gemütliche Familienrestaurant.;Not far from the train station lies this cozy family restaurant.
Inmitten der Altstadt versteckt sich ein traditionelles Wirtshaus.;In the midst of the old town hides a traditional inn.
Nahe der Universität gibt es zahlreiche günstige Studentenlokale.;Near the university, there are numerous affordable student eateries.
Fern von touristischen Pfaden findet man hier authentische Küche.;Far from tourist paths, one finds authentic cuisine here.
Diesseits des Flusses befinden sich die meisten gehobenen Restaurants.;On this side of the river are most of the upscale restaurants.
Jenseits der Hauptstraße wird es merklich ruhiger und beschaulicher.;Beyond the main street, it becomes noticeably quieter and more tranquil.
Oberhalb des Tals thront ein exklusives Bergrestaurant.;Above the valley sits an exclusive mountain restaurant.
Unterhalb der Burg erstreckt sich die historische Gasthausterrasse.;Below the castle extends the historic tavern terrace.
Außerhalb der Stadt genießt man ländliche Idylle beim Essen.;Outside the city, one enjoys rural idyll while dining.
Innerhalb der Stadtmauern reihen sich unzählige Restaurants aneinander.;Within the city walls, countless restaurants line up next to each other.
Längs des Kanals laden romantische Lokale zum Verweilen ein.;Along the canal, romantic establishments invite you to linger.
Unweit der Oper liegt ein beliebter Treffpunkt für Nachtschwärmer.;Not far from the opera is a popular meeting point for night owls.
Diesseits der Grenze ist die Küche eher französisch geprägt.;On this side of the border, the cuisine is more French-influenced.
Jenseits des Parks findet man asiatische Fusionsküche vom Feinsten.;Beyond the park, one finds the finest Asian fusion cuisine.
Abseits der ausgetretenen Pfade entdeckten wir ein kleines Juwel.;Off the beaten path, we discovered a small gem.
Seitlich des Eingangs befand sich eine einladende Sitzecke.;To the side of the entrance was an inviting seating area.
Beiderseits der Straße reihten sich Straßencafés mit bunten Schirmen.;On both sides of the street, street cafés with colorful umbrellas lined up.
Diesseits der Brücke herrscht eine deutlich lebendigere Atmosphäre.;On this side of the bridge, there's a noticeably more lively atmosphere.
Jenseits der Konventionen experimentiert der Koch mit ungewöhnlichen Kombinationen.;Beyond conventions, the chef experiments with unusual combinations.
Mittels einer innovativen Technik werden die Speisen sous-vide gegart.;By means of an innovative technique, the dishes are cooked sous-vide.
Anhand des Geruchs konnte ich bereits erahnen, was serviert werden würde.;Based on the smell, I could already guess what would be served.
Zufolge neuester Trends setzt man hier auf Fermentation und Einlegen.;According to the latest trends, they focus on fermentation and pickling here.
Kraft jahrelanger Übung beherrscht die Patissière ihr Handwerk meisterhaft.;By virtue of years of practice, the pastry chef masters her craft brilliantly.
Angesichts der Portionsgröße bereute ich, eine Vorspeise bestellt zu haben.;In view of the portion size, I regretted having ordered an appetizer.
Hinsichtlich des Preis-Leistungs-Verhältnisses ist das Restaurant unschlagbar.;Regarding the price-performance ratio, the restaurant is unbeatable.
Bezüglich der veganen Optionen hat sich das Angebot deutlich verbessert.;Concerning the vegan options, the selection has improved significantly.
Infolge der Pandemie musste das Restaurant zeitweise schließen.;As a result of the pandemic, the restaurant had to close temporarily.
Anstelle der üblichen Tischdecken verwendete man stilvolle Platzsets.;Instead of the usual tablecloths, stylish placemats were used.
Zugunsten der Umwelt verzichtet man hier auf Einwegplastik.;For the sake of the environment, they do without single-use plastic here.
Zulasten der Authentizität wurden einige Gerichte zu sehr vereinfacht.;At the expense of authenticity, some dishes were oversimplified.
Seitens des Küchenpersonals gab es nur lobende Worte für den neuen Chef.;On the part of the kitchen staff, there were only words of praise for the new chef.
Vermittels geschickter Gewürzkombinationen erreicht man hier besondere Geschmacksnuancen.;By means of skillful spice combinations, special taste nuances are achieved here.
Mangels passender Weine mussten wir uns mit Bier begnügen.;For lack of suitable wines, we had to make do with beer.
Zwecks Reservierung hinterließen wir unsere Telefonnummer.;For the purpose of reservation, we left our phone number.
Mithilfe eines Tabletcomputers nahm der Kellner unsere Bestellung auf.;With the help of a tablet computer, the waiter took our order.
Aufgrund meiner Glutenunverträglichkeit musste das Brot ersetzt werden.;Due to my gluten intolerance, the bread had to be replaced.
Dank seiner Kenntnisse empfahl uns der Sommelier einen ausgezeichneten Bordeaux.;Thanks to his knowledge, the sommelier recommended us an excellent Bordeaux.
Trotz intensiver Suche fand ich keine Parkmöglichkeit in der Nähe.;Despite intensive searching, I found no parking option nearby.
Wegen der Baustelle war die Zufahrt zum Restaurant erschwert.;Because of the construction site, access to the restaurant was difficult.
Während der Hauptsaison sollte man mindestens eine Woche im Voraus buchen.;During the high season, one should book at least a week in advance.
Außer montags hat das Lokal täglich geöffnet.;Except on Mondays, the establishment is open daily.
Samt der Servicepauschale betrug die Rechnung knapp dreihundert Euro.;Including the service charge, the bill came to just under three hundred euros.
Nebst exquisiten Speisen bietet das Haus auch Kochkurse an.;Besides exquisite dishes, the house also offers cooking classes.
Mitsamt den Weinen aus dem eigenen Keller ist das Angebot beachtlich.;Together with the wines from their own cellar, the offering is impressive.
Einschließlich Vor-, Haupt- und Nachspeise dauerte das Menü drei Stunden.;Including appetizer, main course, and dessert, the menu lasted three hours.
Ausschließlich saisonaler Produkte bedient sich die Küche für ihre Kreationen.;The kitchen uses exclusively seasonal products for its creations.
Mittels digitaler Reservierungssysteme läuft die Tischvergabe reibungslos.;By means of digital reservation systems, table allocation runs smoothly.
Anhand der Weinkarte erkannte ich die Expertise des Sommeliers.;Based on the wine list, I recognized the sommelier's expertise.
Zufolge mehrerer Testessen wurde die Speisekarte überarbeitet.;According to several test meals, the menu was revised.
Kraft seiner internationalen Erfahrung bringt der Koch neue Impulse.;By virtue of his international experience, the chef brings new impulses.
Angesichts steigender Lebensmittelpreise mussten die Menüpreise angepasst werden.;In view of rising food prices, the menu prices had to be adjusted.
Hinsichtlich der Zubereitung legt man größten Wert auf Präzision.;Regarding preparation, the greatest emphasis is placed on precision.
Bezüglich des Ambientes herrscht eine elegante, aber ungezwungene Stimmung.;Concerning the ambiance, there's an elegant yet relaxed atmosphere.
Infolge positiver Mundpropaganda kommen immer mehr Gäste.;As a result of positive word-of-mouth, more and more guests are coming.
Anstelle klassischer Menüs bietet man hier individuelle Degustationen an.;Instead of classic menus, individual tastings are offered here.
