Ich bin.;I am.
Indes sie auf eine Nachricht wartete, schrieb er bereits an eine andere.;While she waited for a message, he was already writing to someone else.
Gleichwohl sie gestritten hatten, hielten sie einander an den Händen.;Nevertheless they had argued, they held each other’s hands.
Zumal sie ihn vermisste, rief sie ihn spät am Abend an.;Especially since she missed him, she called him late in the evening.
Er erzählte von seiner Vergangenheit, wohingegen sie kaum über ihre sprach.;He talked about his past, whereas she hardly spoke about hers.
Indessen sie lachte, dachte er an die Probleme ihrer Beziehung.;Meanwhile she laughed, he thought about the problems of their relationship.
Wiewohl er sie verletzt hatte, suchte sie seine Nähe.;Although he had hurt her, she sought his closeness.
Sowenig er die Wahrheit sagte, als auch sie sie hören wollte, blieb alles unausgesprochen.;As little as he told the truth, and as little as she wanted to hear it, everything remained unspoken.
Alsbald er die Tür öffnete, fiel sie ihm in die Arme.;As soon as he opened the door, she fell into his arms.
Sie versprach Treue, mithin erwartete sie Ehrlichkeit.;She promised loyalty, therefore she expected honesty.
Wofern er ihr vertraute, könnte die Beziehung wachsen.;Provided he trusted her, the relationship could grow.
Indem er ihr zuhörte, gewann er ihr Vertrauen zurück.;By listening to her, he regained her trust.
Sie wollte reden, wogegen er nur schweigen konnte.;She wanted to talk, whereas he could only remain silent.
Sie schrieb ihm lange Briefe, zumal auch seine Antworten immer kürzer wurden.;She wrote him long letters, especially since his replies became shorter.
Obzwar er sie oft kritisierte, blieb ihre Liebe stark.;Although he often criticized her, their love remained strong.
Indes sie von Zukunft träumte, dachte er nur an den Moment.;While she dreamed of the future, he thought only of the moment.
Gleichwohl sie sich fern waren, fühlten sie sich verbunden.;Nevertheless they were far apart, they felt connected.
Zumal er ihr half, als sie krank war, vertraute sie ihm.;Especially since he helped her when she was sick, she trusted him.
Sie wollte heiraten, wohingegen er die Freiheit bevorzugte.;She wanted to marry, whereas he preferred freedom.
Indessen sie über Kinder sprach, wechselte er das Thema.;Meanwhile she spoke about children, he changed the subject.
Wiewohl sie ihn liebte, konnte sie ihm nicht alles verzeihen.;Although she loved him, she could not forgive him everything.
Sowenig er bereit war, Kompromisse zu machen, als auch sie stur blieb, war Streit unvermeidbar.;As little as he was ready to compromise, and as much as she stayed stubborn, conflict was inevitable.
Alsbald er ihr die Wahrheit sagte, veränderte sich alles.;As soon as he told her the truth, everything changed.
Sie verlangte Ehrlichkeit, mithin gab er zu, Fehler gemacht zu haben.;She demanded honesty, therefore he admitted to having made mistakes.
Wofern sie beide Geduld zeigten, konnten sie weitermachen.;Provided they both showed patience, they could continue.
Indem er ihr schrieb, zeigte er, dass er sie nicht vergessen hatte.;By writing to her, he showed that he had not forgotten her.
Sie wollte Zuneigung, wogegen er Abstand suchte.;She wanted affection, whereas he sought distance.
Sie schenkte ihm Aufmerksamkeit, zumal auch seine Freunde ihn vernachlässigten.;She gave him attention, especially since his friends neglected him.
Obzwar sie sich stritten, schrieben sie sich noch am selben Tag.;Although they argued, they wrote to each other the same day.
Indes er das Gespräch suchte, wollte sie nur schweigen.;While he sought conversation, she only wanted silence.
Gleichwohl sie enttäuscht war, verzieh sie ihm.;Nevertheless she was disappointed, she forgave him.
Zumal er ihr Blumen brachte, freute sie sich sehr.;Especially since he brought her flowers, she was very happy.
Sie dachte an gemeinsame Zukunft, wohingegen er nur an Arbeit dachte.;She thought about a shared future, whereas he only thought about work.
Indessen sie lachten, vergaßen sie ihre Sorgen.;Meanwhile they laughed, they forgot their worries.
Wiewohl sie verletzt war, sprach sie freundlich zu ihm.;Although she was hurt, she spoke kindly to him.
Sowenig er Gefühle zeigte, als auch sie sie verstand, blieb ihre Nähe bestehen.;As little as he showed feelings, and as much as she understood them, their closeness remained.
Alsbald sie sich wiedersahen, vergaßen sie alte Konflikte.;As soon as they saw each other again, they forgot old conflicts.
Er gab ihr Zeit, mithin gewann er ihr Vertrauen zurück.;He gave her time, therefore he regained her trust.
Wofern sie offen miteinander redeten, konnten sie Probleme lösen.;Provided they talked openly with each other, they could solve problems.
Indem er ihr half, stärkte er ihre Beziehung.;By helping her, he strengthened their relationship.
Sie suchte Nähe, wogegen er Unabhängigkeit wollte.;She sought closeness, whereas he wanted independence.
Sie schrieb Gedichte für ihn, zumal auch Worte ihre Liebe ausdrückten.;She wrote poems for him, especially since words also expressed her love.
Obzwar sie sich oft missverstanden, fanden sie wieder zueinander.;Although they often misunderstood each other, they found their way back together.
Indes er sich entschuldigte, weinte sie.;While he apologized, she cried.
Gleichwohl er Fehler machte, blieb sie bei ihm.;Nevertheless he made mistakes, she stayed with him.
Zumal er ihr vertraute, erzählte er ihr von seinen Ängsten.;Especially since he trusted her, he told her about his fears.
Sie wünschte sich Verbindlichkeit, wohingegen er unverbindlich blieb.;She wished for commitment, whereas he remained noncommittal.
Indessen sie zweifelte, schenkte er ihr Vertrauen.;Meanwhile she doubted, he gave her trust.
Wiewohl sie traurig war, lächelte sie ihn an.;Although she was sad, she smiled at him.
Sowenig er Geduld hatte, als auch sie schnell beleidigt war, war Streit vorprogrammiert.;As little as he had patience, and as much as she was quickly offended, arguments were inevitable.
Alsbald sie sein Geschenk sah, strahlte sie.;As soon as she saw his gift, she beamed.
Sie verlangte Respekt, mithin achtete er ihre Wünsche.;She demanded respect, therefore he respected her wishes.
Wofern er ehrlich blieb, vertraute sie ihm.;Provided he remained honest, she trusted him.
Indem er ihr zuhörte, zeigte er Liebe.;By listening to her, he showed love.
Sie wollte Geborgenheit, wogegen er Abenteuer suchte.;She wanted security, whereas he sought adventure.
Sie erinnerte ihn an Versprechen, zumal auch er welche gebrochen hatte.;She reminded him of promises, especially since he had broken some.
Obzwar sie in verschiedenen Städten lebten, blieben sie zusammen.;Although they lived in different cities, they stayed together.
Indes er reiste, schrieb sie ihm Briefe.;While he traveled, she wrote him letters.
Gleichwohl sie ihn vermisste, zeigte sie Stärke.;Nevertheless she missed him, she showed strength.
Zumal er pünktlich kam, war sie zufrieden.;Especially since he arrived on time, she was satisfied.
Sie sprach über ihre Träume, wohingegen er pragmatisch blieb.;She talked about her dreams, whereas he remained pragmatic.
Indessen sie schlief, dachte er an sie.;Meanwhile she slept, he thought of her.
Wiewohl er ungeduldig war, wartete er auf sie.;Although he was impatient, he waited for her.
Sowenig er sagte, als auch sie verstand, war genug für beide.;As little as he said, and as much as she understood, it was enough for both.
Alsbald sie ihn sah, veränderte sich ihr Gesichtsausdruck.;As soon as she saw him, her expression changed.
Er schenkte ihr Zeit, mithin zeigte er Zuneigung.;He gave her time, therefore he showed affection.
Wofern sie zusammenhielten, konnten sie alles schaffen.;Provided they stuck together, they could achieve anything.
Indem er sie in den Arm nahm, beruhigte er sie.;By holding her in his arms, he calmed her down.
Sie suchte Harmonie, wogegen er Diskussionen liebte.;She sought harmony, whereas he loved discussions.
Sie dachte an alte Briefe, zumal auch die Erinnerung stark war.;She thought of old letters, especially since the memory was strong.
Obzwar sie enttäuscht war, versuchte sie es erneut.;Although she was disappointed, she tried again.
Indes er die Vergangenheit erwähnte, schaute sie weg.;While he mentioned the past, she looked away.
Gleichwohl er sie verärgerte, blieb sie geduldig.;Nevertheless he annoyed her, she remained patient.
Zumal er sie besuchte, fühlte sie sich glücklich.;Especially since he visited her, she felt happy.
Sie träumte von Kindern, wohingegen er Karriere wollte.;She dreamed of children, whereas he wanted a career.
Indessen sie weinte, hielt er ihre Hand.;Meanwhile she cried, he held her hand.
Wiewohl er nervös war, machte er ihr einen Antrag.;Although he was nervous, he proposed to her.
Sowenig er glaubte, dass sie ihn liebt, als auch sie es nicht sagte, war Unsicherheit da.;As little as he believed she loved him, and as much as she did not say it, there was uncertainty.
Alsbald er zurückkam, umarmte sie ihn.;As soon as he came back, she hugged him.
Sie verlangte Wahrheit, mithin sprach er offen.;She demanded truth, therefore he spoke openly.
Wofern sie ihm verzieh, konnte er lernen.;Provided she forgave him, he could learn.
Indem er ihre Sorgen ernst nahm, gewann er sie zurück.;By taking her worries seriously, he won her back.
Sie suchte Treue, wogegen er Freiheit wollte.;She sought loyalty, whereas he wanted freedom.
Sie dachte an gemeinsame Reisen, zumal auch er Abenteuer mochte.;She thought of shared travels, especially since he also liked adventure.
Obzwar sie oft streiteten, liebten sie sich.;Although they often fought, they loved each other.
Indes er nachdachte, sprach sie.;While he thought, she spoke.
Gleichwohl sie enttäuscht war, hoffte sie weiter.;Nevertheless she was disappointed, she kept hoping.
Zumal er ihr schrieb, war sie beruhigt.;Especially since he wrote to her, she was reassured.
Sie sprach über Zukunft, wohingegen er von Vergangenheit erzählte.;She spoke about the future, whereas he talked about the past.
Indessen sie sich stritten, wussten beide, dass sie zusammenbleiben.;Meanwhile they argued, both knew they would stay together.
Wiewohl er unsicher war, blieb er bei ihr.;Although he was insecure, he stayed with her.
Sowenig er Fehler zugab, als auch sie schwieg, blieb Spannung.;As little as he admitted mistakes, and as much as she kept silent, tension remained.
Alsbald sie die Tür öffnete, spürten sie Nähe.;As soon as she opened the door, they felt closeness.
Sie verlangte Liebe, mithin gab er sie.;She demanded love, therefore he gave it.
Wofern er Geduld zeigte, wuchs Vertrauen.;Provided he showed patience, trust grew.
Indem er ehrlich war, gewann er ihr Herz.;By being honest, he won her heart.
Sie wollte Ruhe, wogegen er Streit suchte.;She wanted peace, whereas he sought conflict.
Sie erinnerte sich an seine Worte, zumal auch sein Blick viel sagte.;She remembered his words, especially since his look said a lot.
Obzwar er müde war, spielte er am Abend noch Gitarre.;Although he was tired, he still played guitar in the evening.
Indes seine Freunde Fußball spielten, blieb er zu Hause und las.;While his friends played soccer, he stayed home and read.
Gleichwohl es regnete, machten sie einen langen Spaziergang.;Nevertheless it rained, they took a long walk.
Zumal sie frei hatte, nutzte sie die Zeit zum Malen.;Especially since she had time off, she used it for painting.
Wohingegen er Brettspiele mochte, interessierte sie sich für Computerspiele.;Whereas he liked board games, she was interested in computer games.
Indessen er die Kamera einstellte, wartete sie geduldig.;Meanwhile he adjusted the camera, she waited patiently.
Wiewohl er kein Talent hatte, sang er im Chor.;Although he had no talent, he sang in the choir.
Sowenig er Sport trieb, als auch sie sich bewegte, verbrachten beide die Zeit lieber lesend.;As little as he did sports, and as little as she moved, both preferred spending time reading.
Alsbald die Sonne schien, gingen sie in den Park.;As soon as the sun shone, they went to the park.
Sie plante einen Ausflug, mithin suchte er die Landkarte heraus.;She planned a trip, therefore he got out the map.
Wofern sie früh fertig waren, wollten sie ins Kino gehen.;Provided they finished early, they wanted to go to the cinema.
Indem er ein Tagebuch schrieb, entspannte er sich.;By writing a diary, he relaxed.
Sie wollte Karten spielen, wogegen er Schach bevorzugte.;She wanted to play cards, whereas he preferred chess.
Sie ging ins Museum, zumal auch eine neue Ausstellung eröffnet wurde.;She went to the museum, especially since a new exhibition opened.
Obzwar sie gern schwamm, blieb sie an diesem Tag am Strand.;Although she liked swimming, she stayed on the beach that day.
Indes er joggte, hörte er Musik.;While he jogged, he listened to music.
Gleichwohl sie kein Geld hatten, besuchten sie ein kleines Café.;Nevertheless they had no money, they visited a small café.
Zumal er Ferien hatte, traf er sich oft mit Freunden.;Especially since he was on vacation, he often met with friends.
Sie spielte Klavier, wohingegen er Geige übte.;She played piano, whereas he practiced violin.
Indessen sie malte, summte sie leise Lieder.;Meanwhile she painted, she hummed softly.
Wiewohl er Anfänger war, versuchte er sich im Klettern.;Although he was a beginner, he tried climbing.
Sowenig er Geduld hatte, als auch sie unruhig wurde, mussten sie das Puzzle abbrechen.;As little as he had patience, and as much as she got restless, they had to stop the puzzle.
Alsbald der Regen aufhörte, gingen sie zum Spielplatz.;As soon as the rain stopped, they went to the playground.
Er schlug einen Ausflug vor, mithin packte sie ein Picknick.;He suggested a trip, therefore she packed a picnic.
Wofern sie gutes Wetter hatten, wollten sie Rad fahren.;Provided the weather was good, they wanted to go cycling.
Indem er fotografierte, entdeckte er neue Details.;By taking photos, he discovered new details.
Sie wollte malen, wogegen er lieber las.;She wanted to paint, whereas he preferred reading.
Sie blieb zu Hause, zumal auch ihre Freunde keine Zeit hatten.;She stayed at home, especially since her friends had no time either.
Obzwar er das Spiel schon oft verloren hatte, spielte er weiter.;Although he had lost the game many times, he kept playing.
Indes sie Schach spielten, lachten sie viel.;While they played chess, they laughed a lot.
Gleichwohl sie wenig Ahnung hatten, versuchten sie zu tanzen.;Nevertheless they had little idea, they tried dancing.
Zumal sie Langeweile verspürte, begann sie zu schreiben.;Especially since she felt bored, she started writing.
Er zeichnete, wohingegen sie Fotos machte.;He drew, whereas she took photos.
Indessen er kochte, deckte sie den Tisch für ein Spieleabend.;Meanwhile he cooked, she set the table for a game night.
Wiewohl er müde war, fuhr er noch Fahrrad.;Although he was tired, he still rode his bike.
Sowenig er motiviert war, als auch sie keine Lust hatte, blieben sie auf dem Sofa.;As little as he was motivated, and as little as she felt like it, they stayed on the sofa.
Alsbald die Sonne unterging, zündeten sie Kerzen an.;As soon as the sun set, they lit candles.
Sie organisierte ein Treffen, mithin lud er alle ein.;She organized a gathering, therefore he invited everyone.
Wofern es sonnig blieb, wollten sie grillen.;Provided it stayed sunny, they wanted to grill.
Indem er ein Lied spielte, schaffte er gute Stimmung.;By playing a song, he created a good mood.
Sie bastelte, wogegen er Kreuzworträtsel löste.;She did crafts, whereas he solved crossword puzzles.
Sie besuchten den Park, zumal auch dort ein Konzert stattfand.;They visited the park, especially since a concert took place there.
Obzwar sie das Spiel nicht verstand, spielte sie mit.;Although she didn’t understand the game, she joined in.
Indes er angelte, las sie am Ufer.;While he fished, she read on the shore.
Gleichwohl der Film langweilig war, sahen sie ihn zu Ende.;Nevertheless the film was boring, they watched it to the end.
Zumal er Urlaub hatte, lernte er ein neues Instrument.;Especially since he had vacation, he learned a new instrument.
Sie schaute Serien, wohingegen er Videospiele spielte.;She watched series, whereas he played video games.
Indessen sie zeichnete, hörte sie klassische Musik.;Meanwhile she drew, she listened to classical music.
Wiewohl sie wenig Zeit hatte, ging sie ins Theater.;Although she had little time, she went to the theater.
Sowenig er Ruhe wollte, als auch sie laut war, konnten sie sich nicht entspannen.;As little as he wanted quiet, and as much as she was loud, they couldn’t relax.
Alsbald die Freunde kamen, begannen sie zu spielen.;As soon as the friends arrived, they began to play.
Sie backte Kuchen, mithin hatten alle ein Dessert beim Spieleabend.;She baked cake, therefore everyone had dessert at the game night.
Wofern es schneite, wollten sie rodeln gehen.;Provided it snowed, they wanted to go sledding.
Indem er Geschichten erzählte, unterhielt er die Gruppe.;By telling stories, he entertained the group.
Sie sammelte Blumen, wogegen er Steine sammelte.;She collected flowers, whereas he collected stones.
Sie gingen wandern, zumal auch das Wetter perfekt war.;They went hiking, especially since the weather was perfect.
Obzwar er keine Lust hatte, spielte er Karten.;Although he didn’t feel like it, he played cards.
Indes sie schwammen, bewachte er die Taschen.;While they swam, he watched the bags.
Gleichwohl sie kein Talent hatten, malten sie Bilder.;Nevertheless they had no talent, they painted pictures.
Zumal er frei hatte, besuchte er einen Fotokurs.;Especially since he had time off, he attended a photography course.
Sie fuhr Rad, wohingegen er zu Fuß ging.;She rode her bike, whereas he went on foot.
Indessen sie Gitarre übte, summte er leise.;Meanwhile she practiced guitar, he hummed softly.
Wiewohl sie Angst hatte, probierte sie Schlittschuhlaufen.;Although she was afraid, she tried ice skating.
Sowenig er organisierte, als auch sie vergaß, war das Picknick chaotisch.;As little as he organized, and as much as she forgot, the picnic was chaotic.
Alsbald das Konzert begann, verstummten alle.;As soon as the concert began, everyone fell silent.
Er machte Fotos, mithin hatten sie viele Erinnerungen.;He took photos, therefore they had many memories.
Wofern sie genug Geld hatten, besuchten sie ein Theaterstück.;Provided they had enough money, they visited a play.
Indem er ein neues Rezept ausprobierte, überraschte er alle.;By trying a new recipe, he surprised everyone.
Sie spielte Flöte, wogegen er Trommel schlug.;She played the flute, whereas he beat the drum.
Sie besuchten den Zoo, zumal auch die Kinder frei hatten.;They visited the zoo, especially since the children had time off.
Obzwar sie müde war, spielte sie noch Karten.;Although she was tired, she still played cards.
Indes er das Fahrrad reparierte, las sie im Garten.;While he repaired the bike, she read in the garden.
Gleichwohl sie keine Erfahrung hatten, probierten sie Yoga.;Nevertheless they had no experience, they tried yoga.
Zumal er Spaß wollte, trat er einem Chor bei.;Especially since he wanted fun, he joined a choir.
Sie hörte Hörbücher, wohingegen er lieber las.;She listened to audiobooks, whereas he preferred reading.
Indessen sie malten, tauschten sie Geschichten aus.;Meanwhile they painted, they exchanged stories.
Wiewohl er wenig Talent hatte, spielte er Theater.;Although he had little talent, he acted in a play.
Sowenig er sich konzentrierte, als auch sie lachte, dauerte das Spiel ewig.;As little as he concentrated, and as much as she laughed, the game lasted forever.
Alsbald die Musik begann, tanzten alle.;As soon as the music started, everyone danced.
Sie organisierte Spiele, mithin hatten alle Spaß.;She organized games, therefore everyone had fun.
Wofern es warm blieb, wollten sie grillen.;Provided it stayed warm, they wanted to grill.
Indem er Karaoke sang, brachte er alle zum Lachen.;By singing karaoke, he made everyone laugh.
Sie las Romane, wogegen er Gedichte schrieb.;She read novels, whereas he wrote poems.
Sie gingen ins Kino, zumal auch ein neuer Film herauskam.;They went to the cinema, especially since a new movie was released.
Obzwar sie keine Lust hatte, spielte sie Volleyball.;Although she didn’t feel like it, she played volleyball.
Indes er tanzte, applaudierten die Freunde.;While he danced, the friends applauded.
Gleichwohl sie Anfänger waren, gingen sie surfen.;Nevertheless they were beginners, they went surfing.
Zumal er neue Leute kennenlernen wollte, trat er einem Verein bei.;Especially since he wanted to meet new people, he joined a club.
Sie fotografierte Blumen, wohingegen er Insekten aufnahm.;She photographed flowers, whereas he captured insects.
Indessen sie zeichneten, erzählten sie Witze.;Meanwhile they drew, they told jokes.
Wiewohl er müde war, spielte er Klavier.;Although he was tired, he played piano.
Sowenig er kochte, als auch sie backte, hatten sie ein Festessen.;As little as he cooked, and as much as she baked, they had a feast.
Alsbald die Sonne aufging, gingen sie joggen.;As soon as the sun rose, they went jogging.
Er stellte Musik an, mithin entstand gute Stimmung.;He turned on music, therefore a good mood arose.
Wofern sie den Zug nahmen, konnten sie den Zoo besuchen.;Provided they took the train, they could visit the zoo.
Indem er Comics las, lernte er neue Wörter.;By reading comics, he learned new words.
Sie spielte Karten, wogegen er Würfelspiele bevorzugte.;She played cards, whereas he preferred dice games.
Sie besuchten eine Ausstellung, zumal auch Freunde dort waren.;They visited an exhibition, especially since friends were there.
Während des sonnigen Nachmittags gingen wir im Park spazieren.;During the sunny afternoon we went for a walk in the park.
Sie genoss die Ruhe des stillen Gartens.;She enjoyed the peace of the quiet garden.
Er las ein Buch im Schatten eines großen Baumes.;He read a book in the shade of a big tree.
Die Kinder spielten im Wasser des klaren Sees.;The children played in the water of the clear lake.
Wir hörten Musik im Wohnzimmer des alten Hauses.;We listened to music in the living room of the old house.
Während eines langen Wochenendes besuchten wir eine interessante Ausstellung.;During a long weekend we visited an interesting exhibition.
Sie zeichnete die Farben des bunten Himmels.;She drew the colors of the colorful sky.
Er schrieb Geschichten im Licht der warmen Lampe.;He wrote stories in the light of the warm lamp.
Wir aßen Eis im Garten des kleinen Cafés.;We ate ice cream in the garden of the small café.
Die Freude des gemeinsamen Spiels war groß.;The joy of the shared game was great.
Sie malte Bilder im Atelier ihres kreativen Bruders.;She painted pictures in the studio of her creative brother.
Die Schönheit des alten Museums beeindruckte uns.;The beauty of the old museum impressed us.
Er spielte Gitarre im Schatten einer grünen Tanne.;He played guitar in the shade of a green fir tree.
Die Stimmen der fröhlichen Kinder erfüllten den Hof.;The voices of the happy children filled the yard.
Sie sang Lieder im Schein des hellen Mondes.;She sang songs in the glow of the bright moon.
Er schrieb Briefe im Zimmer der stillen Wohnung.;He wrote letters in the room of the quiet apartment.
Während der langen Ferien fuhr er ans Meer.;During the long holidays he went to the sea.
Die Farben des herbstlichen Waldes faszinierten sie.;The colors of the autumn forest fascinated her.
Wir machten Fotos im Garten des neuen Hotels.;We took photos in the garden of the new hotel.
Die Freude des langen Spaziergangs war allen anzusehen.;The joy of the long walk was visible on everyone.
Er spielte Schach im Park der alten Stadt.;He played chess in the park of the old city.
Die Ruhe des frühen Morgens gefiel mir.;The peace of the early morning pleased me.
Sie las Gedichte im Zimmer ihrer besten Freundin.;She read poems in the room of her best friend.
Die Schönheit der klaren Nacht war unvergesslich.;The beauty of the clear night was unforgettable.
Wir machten Musik im Hof des großen Hauses.;We made music in the yard of the big house.
Die Kinder genossen die Spiele des bunten Jahrmarkts.;The children enjoyed the games of the colorful fair.
Er malte Bilder im Licht der untergehenden Sonne.;He painted pictures in the light of the setting sun.
Die Freude des fröhlichen Abends blieb lange.;The joy of the cheerful evening lasted long.
Sie tanzte im Saal des alten Theaters.;She danced in the hall of the old theater.
Die Stimmung des lauten Konzerts war aufregend.;The mood of the loud concert was exciting.
Er schrieb im Tagebuch des vergangenen Jahres.;He wrote in the diary of the past year.
Die Gäste spielten Karten am Tisch des kleinen Cafés.;The guests played cards at the table of the small café.
Die Ruhe des friedlichen Sees machte sie glücklich.;The peace of the peaceful lake made her happy.
Sie sang im Chor der jungen Studenten.;She sang in the choir of the young students.
Die Schönheit des stillen Abends war besonders.;The beauty of the quiet evening was special.
Wir machten eine Wanderung im Tal des hohen Berges.;We went on a hike in the valley of the tall mountain.
Die Freude des kleinen Kindes war ansteckend.;The joy of the small child was contagious.
Er spielte Klavier im Zimmer des alten Lehrers.;He played piano in the room of the old teacher.
Die Stimmen der jungen Sänger klangen hell.;The voices of the young singers sounded bright.
Sie besuchten die Bilder einer berühmten Malerin.;They visited the paintings of a famous painter.
Die Farben des tiefen Himmels leuchteten.;The colors of the deep sky shone.
Wir aßen Kuchen im Haus unserer lieben Freunde.;We ate cake in the house of our dear friends.
Die Ruhe der leeren Bibliothek half beim Lernen.;The silence of the empty library helped with studying.
Er las ein Buch am Tisch des großen Zimmers.;He read a book at the table of the big room.
Die Schönheit des stillen Gartens inspirierte sie.;The beauty of the quiet garden inspired her.
Sie spielte Violine im Konzertsaal der alten Stadt.;She played violin in the concert hall of the old city.
Die Freude des langen Spiels war überall spürbar.;The joy of the long game was felt everywhere.
Wir sangen Lieder im Licht der hellen Kerzen.;We sang songs in the light of the bright candles.
Die Stimmen der lachenden Kinder füllten den Raum.;The voices of the laughing children filled the room.
Er schrieb Briefe im Schatten des großen Hauses.;He wrote letters in the shadow of the big house.
Die Farben des klaren Wassers waren wunderschön.;The colors of the clear water were beautiful.
Sie tanzte im Saal des großen Schlosses.;She danced in the hall of the big castle.
Die Freude der jungen Leute war sichtbar.;The joy of the young people was visible.
Wir machten Fotos im Park der alten Kirche.;We took photos in the park of the old church.
Die Schönheit des langen Sommers war einmalig.;The beauty of the long summer was unique.
Er spielte Karten im Café seiner alten Freunde.;He played cards in the café of his old friends.
Die Stimmen des vollen Theaters klangen laut.;The voices of the full theater sounded loud.
Sie genoss die Ruhe des leeren Zimmers.;She enjoyed the silence of the empty room.
Die Farben der bunten Blumen faszinierten ihn.;The colors of the colorful flowers fascinated him.
Wir machten Musik im Hof der großen Schule.;We made music in the yard of the big school.
Die Freude des kleinen Erfolgs war groß.;The joy of the small success was great.
Er malte Bilder im Atelier des berühmten Künstlers.;He painted pictures in the studio of the famous artist.
Die Schönheit des weiten Himmels war beeindruckend.;The beauty of the wide sky was impressive.
Sie las Gedichte im Zimmer der alten Bibliothek.;She read poems in the room of the old library.
Die Stimmen der spielenden Kinder erfüllten den Hof.;The voices of the playing children filled the yard.
Wir gingen schwimmen im Wasser des kalten Flusses.;We went swimming in the water of the cold river.
Die Ruhe des stillen Morgens tat gut.;The peace of the quiet morning was good.
Er spielte Schach im Park der schönen Stadt.;He played chess in the park of the beautiful city.
Die Freude des neuen Hobbys war spürbar.;The joy of the new hobby was noticeable.
Sie sang im Chor der freundlichen Nachbarn.;She sang in the choir of the friendly neighbors.
Die Schönheit des klaren Winters war sichtbar.;The beauty of the clear winter was visible.
Wir wanderten im Wald der hohen Bäume.;We hiked in the forest of the tall trees.
Die Farben der hellen Blätter strahlten.;The colors of the bright leaves shone.
Er las im Tagebuch des letzten Monats.;He read in the diary of the last month.
Die Stimmen der jungen Schauspieler klangen stark.;The voices of the young actors sounded strong.
Sie malte Bilder im Licht der hellen Sonne.;She painted pictures in the light of the bright sun.
Die Ruhe der kleinen Stadt war wohltuend.;The calm of the small town was soothing.
Wir aßen Pizza im Haus unserer netten Freunde.;We ate pizza in the house of our nice friends.
Die Schönheit der alten Brücke beeindruckte ihn.;The beauty of the old bridge impressed him.
Er spielte Violine im Konzertsaal des großen Orchesters.;He played violin in the concert hall of the big orchestra.
Die Freude des gemeinsamen Tanzes war riesig.;The joy of the shared dance was huge.
Sie las Bücher im Raum der stillen Wohnung.;She read books in the room of the quiet apartment.
Die Stimmen der singenden Vögel erfüllten den Morgen.;The voices of the singing birds filled the morning.
Wir machten Musik im Saal des kleinen Clubs.;We made music in the hall of the small club.
Die Farben des bunten Regenbogens waren schön.;The colors of the colorful rainbow were beautiful.
Er schrieb Briefe im Schatten des grünen Gartens.;He wrote letters in the shade of the green garden.
Die Ruhe des frühen Abends brachte Frieden.;The peace of the early evening brought peace.
Sie tanzte im Saal der großen Universität.;She danced in the hall of the big university.
Die Schönheit des stillen Sees berührte sie.;The beauty of the still lake touched her.
Wir gingen spazieren im Park der alten Schule.;We went walking in the park of the old school.
Die Freude des fröhlichen Spiels war überall spürbar.;The joy of the cheerful game was felt everywhere.
Er malte im Atelier der jungen Künstlerin.;He painted in the studio of the young artist.
Die Farben des hellen Morgens inspirierten ihn.;The colors of the bright morning inspired him.
Sie sang Lieder im Chor des großen Theaters.;She sang songs in the choir of the big theater.
Die Stimmen der lachenden Freunde erfüllten das Zimmer.;The voices of the laughing friends filled the room.
Obzwar er die Gründe des langen Streits verstand, blieb er ruhig.;Although he understood the reasons of the long argument, he stayed calm.
Indes sie die Meinung ihrer Freundin nicht teilte, hörte sie geduldig zu.;While she didn’t share her friend’s opinion, she listened patiently.
Gleichwohl die Folgen des hitzigen Wortwechsels spürbar waren, versuchten sie zu schlichten.;Nevertheless the consequences of the heated exchange were noticeable, they tried to reconcile.
Zumal der Ton des kritischen Briefes scharf war, antwortete er vorsichtig.;Especially since the tone of the critical letter was harsh, he replied cautiously.
Wohingegen er die Fakten der alten Diskussion präsentierte, änderte sie ihre Position nicht.;Whereas he presented the facts of the old discussion, she didn’t change her position.
Indessen die Argumente der beiden überzeugend waren, kam es zu keiner Einigung.;Meanwhile the arguments of both were convincing, there was no agreement.
Wiewohl er Fehler des letzten Treffens erkannte, entschuldigte er sich nur zögerlich.;Although he recognized the mistakes of the last meeting, he apologized only hesitantly.
Sowenig sie die Meinung des Kollegen akzeptierte, als auch er die ihren respektierte, entstand Spannung.;As little as she accepted the colleague’s opinion, and as little as he respected hers, tension arose.
Alsbald die Diskussion des intensiven Meetings begann, wurde die Stimmung angespannt.;As soon as the discussion of the intense meeting started, the mood became tense.
Mithin führte die Unklarheit der neuen Regeln zu weiteren Auseinandersetzungen.;Therefore the uncertainty of the new rules led to further disputes.
Wofern er die Gründe des Vorwurfs kannte, verteidigte er sich geschickt.;Provided he knew the reasons of the accusation, he defended himself skillfully.
Indem sie die Argumente des Partners analysierte, versuchte sie, ihn zu überzeugen.;By analyzing the arguments of her partner, she tried to convince him.
Sie wollte Recht haben, wogegen er kompromissbereit blieb.;She wanted to be right, whereas he remained willing to compromise.
Zumal die Worte des streitenden Nachbarn laut waren, hörten alle aufmerksam zu.;Especially since the words of the arguing neighbor were loud, everyone listened attentively.
Obzwar er die Meinung der alten Freundin respektierte, widersprach er entschieden.;Although he respected the opinion of the old friend, he disagreed firmly.
Indes die Diskussion des politischen Abends hitzig war, blieben sie sachlich.;While the discussion of the political evening was heated, they stayed factual.
