Ich bin.;I am.
Falls du noch Umzugskartons brauchst, habe ich welche übrig.;In case you still need moving boxes, I have some left over.
Hättest du mir gesagt, dass du am Wochenende umziehst, hätte ich dir geholfen.;If you had told me you were moving on the weekend, I would have helped you.
Ich weiß nicht, wie ich all meine Möbel in die neue Wohnung bekommen soll.;I don't know how I'm supposed to get all my furniture into the new apartment.
Hast du schon jemanden gefunden, der seinen Transporter verleihen kann?;Have you already found someone who can lend their van?
Es stresst mich total, dass ich noch so viel erledigen muss vor dem Umzug.;It totally stresses me that I still have so much to do before the move.
Wir müssen unbedingt die Übergabe der alten Wohnung rechtzeitig organisieren.;We absolutely must organize the handover of the old apartment in time.
Ich habe vergessen, den Strom anzumelden, und jetzt sitze ich im Dunkeln.;I forgot to register the electricity, and now I'm sitting in the dark.
Kannst du mir helfen, die schweren Möbel die Treppe hochzutragen?;Can you help me carry the heavy furniture up the stairs?
Hättest du gewusst, dass der Aufzug kaputt ist, hättest du eine andere Wohnung gewählt?;If you had known the elevator was broken, would you have chosen a different apartment?
Ich muss noch aussortieren, was ich mitnehme und was ich wegwerfe.;I still have to sort out what I'm taking with me and what I'm throwing away.
Es wäre hilfreich, wenn jemand mir beim Renovieren der neuen Wohnung helfen könnte.;It would be helpful if someone could help me renovate the new apartment.
Hast du schon daran gedacht, dass du deine Adresse überall ändern musst?;Have you already thought about the fact that you have to change your address everywhere?
Ich bin völlig überfordert mit all den Formalitäten beim Umzug.;I'm completely overwhelmed with all the formalities involved in moving.
Wir sollten einen Plan machen, wer was trägt und wann wir anfangen.;We should make a plan about who carries what and when we start.
Ich habe neulich jemanden kennengelernt, der professionell beim Umziehen hilft.;I recently met someone who helps professionally with moving.
Falls die Wohnung nicht renoviert ist, müssen wir das selbst machen.;In case the apartment isn't renovated, we'll have to do it ourselves.
Hättest du früher mit der Wohnungssuche angefangen, hättest du jetzt weniger Stress.;If you had started looking for an apartment earlier, you'd have less stress now.
Ich weiß nicht, wohin mit all den Sachen, die ich nicht mehr brauche.;I don't know what to do with all the things I no longer need.
Hast du schon überlegt, ob du deine Möbel verkaufst oder mitnimmst?;Have you already considered whether you're selling your furniture or taking it with you?
Es nervt mich, dass die Vermieter so viele Dokumente verlangen.;It annoys me that the landlords demand so many documents.
Wir müssen dringend einen Nachsendeauftrag bei der Post einrichten.;We urgently need to set up a mail forwarding service at the post office.
Ich habe das Problem, dass mein Bett nicht durch die Tür passt.;I have the problem that my bed doesn't fit through the door.
Kannst du mir jemanden empfehlen, der günstig renoviert?;Can you recommend someone to me who renovates cheaply?
Hättest du gewusst, wie kompliziert ein Umzug ist, hättest du länger in der alten Wohnung geblieben?;If you had known how complicated moving is, would you have stayed in the old apartment longer?
Ich muss noch klären, wer für die Schönheitsreparaturen zuständig ist.;I still need to clarify who's responsible for the cosmetic repairs.
Es wäre besser gewesen, wenn wir früher mit dem Packen angefangen hätten.;It would have been better if we had started packing earlier.
Hast du schon jemanden informiert, dass du eine neue Adresse hast?;Have you already informed anyone that you have a new address?
Ich finde keine Wohnung, die bezahlbar ist und in guter Lage liegt.;I can't find an apartment that's affordable and in a good location.
Wir sollten uns überlegen, ob wir einen Mietwagen nehmen oder alles selbst transportieren.;We should consider whether we rent a car or transport everything ourselves.
Ich habe Angst, dass ich bei der Wohnungsübergabe Probleme bekomme.;I'm afraid I'll have problems during the apartment handover.
Falls du Hilfe beim Streichen brauchst, kann ich am Wochenende vorbeikommen.;In case you need help with painting, I can come by on the weekend.
Hättest du die Kaution früher bezahlt, könntest du jetzt schon einziehen.;If you had paid the deposit earlier, you could move in now.
Ich weiß nicht, wie ich meine ganzen Bücher transportieren soll.;I don't know how I'm supposed to transport all my books.
Hast du schon einen Termin für die Schlüsselübergabe vereinbart?;Have you already arranged an appointment for the key handover?
Es ist frustrierend, dass so viele Wohnungen schon vergeben sind.;It's frustrating that so many apartments are already taken.
Wir müssen uns beeilen, sonst schaffen wir den Umzug nicht rechtzeitig.;We need to hurry, otherwise we won't manage the move in time.
Ich habe vergessen, das Internet anzumelden, und jetzt muss ich warten.;I forgot to register the internet, and now I have to wait.
Kannst du mir zeigen, wie man einen Bohrer benutzt für die Regale?;Can you show me how to use a drill for the shelves?
Hättest du gewusst, dass die Wohnung so hellhörig ist, hättest du sie genommen?;If you had known the apartment has such thin walls, would you have taken it?
Ich muss noch entscheiden, ob ich meine alten Möbel mitnehme oder neue kaufe.;I still have to decide whether I'm taking my old furniture or buying new.
Es wäre schön, wenn jemand mir bei der Montage der Möbel helfen könnte.;It would be nice if someone could help me assemble the furniture.
Hast du schon nachgefragt, ob Haustiere in der neuen Wohnung erlaubt sind?;Have you already asked if pets are allowed in the new apartment?
Ich bin gestresst, weil ich nicht weiß, wo ich anfangen soll mit dem Packen.;I'm stressed because I don't know where to start with the packing.
Wir sollten eine Liste machen mit allen Dingen, die wir erledigen müssen.;We should make a list of all the things we need to do.
Ich habe neulich jemanden getroffen, der günstig Möbel verkauft.;I recently met someone who sells furniture cheaply.
Falls die Heizung nicht funktioniert, musst du sofort den Vermieter informieren.;In case the heating doesn't work, you must inform the landlord immediately.
Hättest du besser geplant, wäre der Umzug nicht so chaotisch verlaufen.;If you had planned better, the move wouldn't have been so chaotic.
Ich weiß nicht, ob ich mir einen Umzugshelfer leisten kann oder nicht.;I don't know if I can afford a moving helper or not.
Hast du schon überlegt, welche Versicherungen du für die neue Wohnung brauchst?;Have you already considered which insurance policies you need for the new apartment?
Es ärgert mich, dass ich so viel Zeug angesammelt habe über die Jahre.;It annoys me that I've accumulated so much stuff over the years.
Wir müssen dringend die Wände streichen, bevor wir die Möbel aufstellen.;We urgently need to paint the walls before we set up the furniture.
Ich habe das Gefühl, dass ich nie fertig werde mit dem Auspacken.;I have the feeling that I'll never finish unpacking.
Kannst du mir einen Tipp geben, wie ich am besten die Küche einräume?;Can you give me a tip on how to best organize the kitchen?
Hättest du gewusst, dass die Nachbarn so laut sind, hättest du die Wohnung gemietet?;If you had known the neighbors are so loud, would you have rented the apartment?
Ich muss noch herausfinden, wo die nächste Recycling-Station ist.;I still need to find out where the nearest recycling station is.
Es wäre praktisch, wenn die neue Wohnung näher an meiner Arbeit wäre.;It would be practical if the new apartment were closer to my work.
Hast du schon jemanden gefunden, der deine alte Wohnung übernimmt?;Have you already found someone to take over your old apartment?
Ich bin erleichtert, dass der Umzug endlich vorbei ist und ich mich einrichten kann.;I'm relieved that the move is finally over and I can settle in.
Wir sollten uns gegenseitig helfen beim Umzug, dann geht es schneller.;We should help each other with the move, then it'll go faster.
Ich habe Probleme damit, mich von alten Sachen zu trennen.;I have problems parting with old things.
Falls du noch Hilfe brauchst beim Einrichten, sag einfach Bescheid.;In case you still need help with furnishing, just let me know.
Hättest du früher angefangen auszumisten, hättest du jetzt weniger zu schleppen.;If you had started decluttering earlier, you'd have less to carry now.
Ich weiß nicht, wie ich all die Lampen anbringen soll ohne Hilfe.;I don't know how I'm supposed to install all the lamps without help.
Hast du schon daran gedacht, dass du neue Vorhänge brauchst für die Fenster?;Have you already thought about the fact that you need new curtains for the windows?
Es belastet mich, dass ich so viel Geld für den Umzug ausgeben muss.;It burdens me that I have to spend so much money on the move.
Wir müssen uns überlegen, wie wir die Möbel am besten anordnen in der neuen Wohnung.;We need to think about how to best arrange the furniture in the new apartment.
Hast du die neue Staffel von Babylon Berlin schon gesehen?;Have you already seen the new season of Babylon Berlin?
Der Tatort gestern Abend war mal wieder total absurd und unrealistisch.;The Tatort yesterday evening was once again totally absurd and unrealistic.
Ich finde, Herbert Grönemeyer wird mit jedem Album besser.;I think Herbert Grönemeyer gets better with every album.
Kennst du schon den neuen deutschen Film von Fatih Akin?;Do you already know the new German film by Fatih Akin?
Die heute-show bringt mich jedes Mal zum Lachen.;The heute-show makes me laugh every time.
Rammstein live zu sehen war eines der besten Konzerte meines Lebens.;Seeing Rammstein live was one of the best concerts of my life.
Ich bin total süchtig nach deutschen True-Crime-Podcasts geworden.;I've become totally addicted to German true-crime podcasts.
Dark war so verwirrend, dass ich jede Folge zweimal schauen musste.;Dark was so confusing that I had to watch every episode twice.
Die Öffentlich-Rechtlichen haben manchmal echt gute Dokumentationen.;The public broadcasters sometimes have really good documentaries.
Hast du mitbekommen, wie peinlich unser Eurovision-Beitrag dieses Jahr war?;Did you notice how embarrassing our Eurovision entry was this year?
Ich kann den deutschen Hip-Hop von heute nicht mehr ernst nehmen.;I can't take German hip-hop today seriously anymore.
Jan Böhmermann polarisiert zwar, aber ich finde ihn ziemlich witzig.;Jan Böhmermann is polarizing, but I find him quite funny.
Die Berlinale ist immer wieder ein kulturelles Highlight im Februar.;The Berlinale is always a cultural highlight in February.
Ich habe neulich eine deutsche Serie angefangen, die total unterschätzt wird.;I recently started a German series that is totally underrated.
Die Tagesschau um acht gucke ich seit Jahren aus reiner Gewohnheit.;I've been watching the Tagesschau at eight for years out of pure habit.
Deutsche Synchronsprecher sind oft besser als die Originalstimmen, finde ich.;German voice actors are often better than the original voices, I think.
Auf dem Reeperbahn Festival habe ich letztes Jahr so viele gute Bands entdeckt.;At the Reeperbahn Festival last year I discovered so many good bands.
Die Satire in extra 3 trifft meistens genau ins Schwarze.;The satire in extra 3 usually hits the nail on the head.
Ich finde es schade, dass deutsche Kinofilme international kaum Beachtung finden.;I think it's a shame that German cinema films get hardly any international attention.
Der deutsche Netflix-Katalog ist irgendwie immer schlechter als der amerikanische.;The German Netflix catalog is somehow always worse than the American one.
Gestern bin ich auf der Straße ausgerutscht und direkt vor meinem Schwarm hingefallen.;Yesterday I slipped on the street and fell down right in front of my crush.
Mein erstes Date war so peinlich, dass ich mich heute noch dafür schäme.;My first date was so embarrassing that I'm still ashamed of it today.
Ich habe aus Versehen meinen Chef mit dem Namen meines Ex-Freundes angesprochen.;I accidentally addressed my boss by my ex-boyfriend's name.
Beim ersten Kuss habe ich ihm versehentlich auf die Nase geküsst.;During the first kiss I accidentally kissed him on the nose.
Meine Mutter hat meinem Date alle meine peinlichen Kindheitsfotos gezeigt.;My mother showed my date all my embarrassing childhood photos.
Ich habe beim Flirten das Weinglas umgestoßen und alles über ihn geschüttet.;While flirting I knocked over the wine glass and spilled everything over him.
Letzte Woche habe ich eine Nachricht an die falsche Person geschickt.;Last week I sent a message to the wrong person.
Mein Blind Date war der Bruder meines besten Freundes, das war mega awkward.;My blind date was my best friend's brother, that was mega awkward.
Ich bin beim Vorstellungsgespräch mit offener Hose rumgelaufen, bis jemand es sagte.;I walked around at the job interview with open trousers until someone said it.
Meine Freundin hat mich dabei erwischt, wie ich mir selbst im Spiegel zugezwinkert habe.;My girlfriend caught me winking at myself in the mirror.
Beim Treffen mit seinen Eltern habe ich aus Nervosität ständig dummes Zeug geredet.;When meeting his parents I constantly talked stupid stuff out of nervousness.
Ich habe ihm versehentlich einen Liebesbrief geschickt, der für jemand anderen war.;I accidentally sent him a love letter that was meant for someone else.
Mein Handy ist beim romantischen Dinner vom Tisch gefallen und ins Weinglas gerutscht.;My phone fell from the table during the romantic dinner and slipped into the wine glass.
Ich habe gedacht, er winkt mir zu, aber er meinte jemanden hinter mir.;I thought he was waving at me, but he meant someone behind me.
Beim Tanzen bin ich ihm auf den Fuß getreten und er musste humpeln.;While dancing I stepped on his foot and he had to limp.
Meine beste Freundin hat mir erzählt, dass mein Ex schon wieder eine Neue hat.;My best friend told me that my ex already has a new girlfriend again.
Ich habe beim ersten Date ständig geredet und ihm keine Chance zum Antworten gegeben.;On the first date I talked constantly and gave him no chance to answer.
Er hat mir beim Date eine lange Geschichte erzählt, die ich nicht verstanden habe.;He told me a long story on the date that I didn't understand.
Meine Eltern haben mich bei meinem Sommerflirt am Strand überrascht.;My parents surprised me during my summer fling at the beach.
Ich habe aus Versehen meinen Tinder-Match im echten Leben gematcht und erkannt.;I accidentally matched my Tinder match in real life and recognized them.
Der Mittwochsfrosch ist ein deutsches Meme, das ich einfach liebe.;The Wednesday frog is a German meme that I simply love.
Kennst du noch den Spruch "Bubatz wann legal"?;Do you still know the saying "Bubatz when legal"?
Die ich_iel Community auf Reddit hat die besten deutschen Memes.;The ich_iel community on Reddit has the best German memes.
Das Känguru von Marc-Uwe Kling ist zum Kult-Phänomen geworden.;The kangaroo by Marc-Uwe Kling has become a cult phenomenon.
Ich musste so lachen, als das "Sprich Deutsch du Hurensohn"-Meme viral ging.;I had to laugh so much when the "Speak German you son of a bitch" meme went viral.
Die ganzen Anglizismen-Übersetzungen auf ich_iel sind einfach genial.;All the anglicism translations on ich_iel are simply ingenious.
Einfach Kevin war eines der ersten deutschen Memes, die wirklich viral gingen.;Einfach Kevin was one of the first German memes that really went viral.
Das Internet hat "Ehrenmann" und "Ehrenfrau" zu geflügelten Worten gemacht.;The internet has turned "Ehrenmann" and "Ehrenfrau" into common sayings.
Die deutschen TikTok-Trends sind manchmal genauso weird wie die internationalen.;German TikTok trends are sometimes just as weird as the international ones.
Ich erinnere mich noch, wie alle "Aber bitte mit Sahne" gesungen haben.;I still remember how everyone sang "Aber bitte mit Sahne".
Der Nyan Cat auf Deutsch war irgendwie noch witziger als das Original.;The Nyan Cat in German was somehow even funnier than the original.
Die deutschen Übersetzungen von "Chad" und "Virgin" auf ich_iel sind Gold wert.;The German translations of "Chad" and "Virgin" on ich_iel are worth gold.
Kennst du noch die ganzen "Drachenlord"-Memes von früher?;Do you still know all the "Drachenlord" memes from before?
Das "Was letzte Preis"-Meme von eBay Kleinanzeigen ist einfach legendär.;The "Was letzte Preis" meme from eBay Kleinanzeigen is simply legendary.
Die Tagesschau auf Instagram macht manchmal ziemlich witzige Memes.;The Tagesschau on Instagram sometimes makes pretty funny memes.
Ich liebe es, wie kreativ Deutsche mit der Sprache in Memes umgehen.;I love how creative Germans are with language in memes.
Das "Sprich Deutsch"-Meme zeigt, wie sehr Deutsche ihre Sprache verteidigen.;The "Speak German" meme shows how much Germans defend their language.
Die ganzen Corona-Memes haben uns durch die Pandemie gebracht.;All the Corona memes got us through the pandemic.
Ich finde die deutschen Memes oft witziger, weil sie so spezifisch sind.;I find German memes often funnier because they are so specific.
Die "Explodierer"-Übersetzung für "Boomer" hat mich damals sehr amüsiert.;The "Explodierer" translation for "Boomer" amused me a lot back then.
Weißt du noch, wie wir früher immer die Sendung mit der Maus geschaut haben?;Do you remember how we always used to watch Die Sendung mit der Maus?
Ich vermisse die Zeit, als es noch Gummibärenbande im Fernsehen gab.;I miss the time when there was still Gummibärenbande on television.
Die Kinder vom Bahnhof Zoo war eine krasse Dokumentation meiner Jugend.;Die Kinder vom Bahnhof Zoo was an intense documentation of my youth.
Löwenzahn mit Peter Lustig war die beste Kindersendung aller Zeiten.;Löwenzahn with Peter Lustig was the best children's show of all time.
Kennst du noch Bernd das Brot und seine depressive Art?;Do you still know Bernd das Brot and his depressive manner?
Die Rappelkiste war meine absolute Lieblingssendung in den Neunzigern.;Die Rappelkiste was my absolute favorite show in the nineties.
Ich habe als Kind jeden Tag Tigerenten Club geschaut.;As a child I watched Tigerenten Club every day.
Wetten, dass..? war damals ein absolutes Fernseh-Ereignis für die ganze Familie.;Wetten, dass..? was back then an absolute TV event for the whole family.
Die Teletubbies auf Deutsch waren irgendwie noch verstörender als auf Englisch.;The Teletubbies in German were somehow even more disturbing than in English.
Ich kann mich noch genau an die alte Tagesschau-Erkennungsmelodie erinnern.;I can still remember exactly the old Tagesschau signature tune.
Tabaluga und Pumuckl waren die Helden meiner Kindheit.;Tabaluga and Pumuckl were the heroes of my childhood.
Die alten Märchenfilme am Sonntagabend waren immer ein Highlight.;The old fairy tale films on Sunday evening were always a highlight.
Ich vermisse die Zeit, als MTV noch Musikvideos statt Reality-Shows zeigte.;I miss the time when MTV still showed music videos instead of reality shows.
Die alten Werbespots von Klementine und Meister Propper kenne ich noch auswendig.;I still know the old commercials of Klementine and Meister Propper by heart.
Kennst du noch Captain Future und die ganzen Anime-Serien auf RTL2?;Do you still know Captain Future and all the anime series on RTL2?
Die Sesamstraße mit Ernie und Bert war einfach zeitlos gut.;Sesame Street with Ernie and Bert was simply timelessly good.
Als Kind habe ich immer Sailor Moon heimlich vor dem Schlafengehen geguckt.;As a child I always secretly watched Sailor Moon before going to sleep.
Die alten Zeichentrickserien wie Alfred J. Kwak waren einfach Kult.;The old cartoon series like Alfred J. Kwak were simply cult.
Ich erinnere mich noch, wie aufregend die ersten Handys mit Snake waren.;I still remember how exciting the first mobile phones with Snake were.
Die alten Tamagotchis waren in meiner Klasse damals der absolute Hype.;The old Tamagotchis were the absolute hype in my class back then.
Die ZDF-Hitparade mit Dieter Thomas Heck haben meine Eltern immer geschaut.;My parents always watched the ZDF-Hitparade with Dieter Thomas Heck.
Ich vermisse die Zeit, als es noch Video 2000 und Betamax gab.;I miss the time when there was still Video 2000 and Betamax.
Die alten Hörspielkassetten von TKKG und Die drei Fragezeichen waren Gold wert.;The old audio play cassettes of TKKG and Die drei Fragezeichen were worth gold.
Kennst du noch das Sandmännchen und wie es immer pünktlich kam?;Do you still know das Sandmännchen and how it always came on time?
Die Sportschau am Samstagabend war in meiner Familie heilig.;The Sportschau on Saturday evening was sacred in my family.
Ich kann mich noch an die ersten CDs erinnern, die ich gekauft habe.;I can still remember the first CDs that I bought.
Die alten Point-and-Click-Adventures von LucasArts waren einfach legendär.;The old point-and-click adventures from LucasArts were simply legendary.
Wer kennt noch die Bravo und die Poster, die man aufgehängt hat?;Who still knows the Bravo and the posters that one hung up?
Die ersten Handys mit austauschbaren Covern waren damals so cool.;The first mobile phones with exchangeable covers were so cool back then.
Ich habe früher immer die Videothek am Freitag geplündert.;I used to always raid the video rental store on Fridays.
Die altenGameboy-Spiele konnte man stundenlang ohne Unterbrechung spielen.;The old Gameboy games one could play for hours without interruption.
Kennst du noch ICQ und das "Uh-oh"-Geräusch, wenn jemand online kam?;Do you still know ICQ and the "Uh-oh" sound when someone came online?
Die ersten MP3-Player hatten gerade mal Platz für zwanzig Songs.;The first MP3 players had space for just twenty songs.
Ich erinnere mich noch, wie revolutionär das erste iPhone damals war.;I still remember how revolutionary the first iPhone was back then.
Die alten SchülerVZ-Profile waren voller peinlicher Fotos und Sprüche.;The old SchülerVZ profiles were full of embarrassing photos and sayings.
Wer kennt noch StudiVZ und die endlosen Gruppen, denen man beigetreten ist?;Who still knows StudiVZ and the endless groups that one joined?
Die ersten SMS kosteten damals noch richtig viel Geld pro Nachricht.;The first SMS back then still cost really a lot of money per message.
Ich vermisse die Zeit, als man noch Mixtapes auf Kassette aufgenommen hat.;I miss the time when one still recorded mixtapes on cassette.
Die alten Klingelton-Downloads waren ein riesiges Geschäft in den Zweitausendern.;The old ringtone downloads were a huge business in the two thousands.
Kennst du noch die Zeit, als Nokia unzerstörbar schien?;Do you still know the time when Nokia seemed indestructible?
Gestern habe ich im Supermarkt jemanden mit "Hallo Schatz" begrüßt, war aber die falsche Person.;Yesterday I greeted someone in the supermarket with "Hello darling", but it was the wrong person.
Mir ist letztens aufgefallen, dass meine Hose den ganzen Tag offen war.;I recently noticed that my trousers were open all day.
Ich habe mich neulich mit meinem Ex getroffen und es war mega awkward.;I recently met with my ex and it was mega awkward.
Beim ersten Date habe ich aus Nervosität ständig irgendwelchen Quatsch erzählt.;On the first date I constantly talked some nonsense out of nervousness.
Meine Oma hat mich letzte Woche gefragt, wann ich endlich heirate.;My grandma asked me last week when I'm finally getting married.
Ich bin auf Tinder und habe dort meinen Nachbarn entdeckt, super unangenehm.;I'm on Tinder and discovered my neighbor there, super uncomfortable.
Letztens habe ich beim Treffen mit seinen Eltern Rotwein auf die weiße Tischdecke gekippt.;Recently I spilled red wine on the white tablecloth when meeting his parents.
Mein letztes Date war so langweilig, dass ich fast eingeschlafen wäre.;My last date was so boring that I almost fell asleep.
Ich habe meiner Kollegin aus Versehen eine Sprachnachricht geschickt, die nicht für sie war.;I accidentally sent my colleague a voice message that wasn't meant for her.
Neulich bin ich auf der Straße gestolpert und habe so getan, als wäre nichts passiert.;Recently I tripped on the street and pretended nothing happened.
Meine Mutter zeigt jedem meine peinlichen Babyfotos, wenn Besuch kommt.;My mother shows everyone my embarrassing baby photos when visitors come.
Ich habe letzte Woche meinen Schwarm auf Instagram gestalkt und aus Versehen ein altes Foto geliked.;Last week I stalked my crush on Instagram and accidentally liked an old photo.
Beim Vorstellungsgespräch ist mir eingefallen, dass ich Zahnpasta am Kinn hatte.;During the job interview I remembered that I had toothpaste on my chin.
Ich habe meinem Date erzählt, dass ich kochen kann, aber dann ist alles angebrannt.;I told my date that I can cook, but then everything burned.
Letztens habe ich im Kino laut geschnarcht und bin dann aufgewacht.;Recently I snored loudly in the cinema and then woke up.
Mein Blind Date war der beste Freund meines Bruders, ich wusste es nicht.;My blind date was my brother's best friend, I didn't know it.
Ich habe beim Flirten in der Bar sein Bier umgestoßen und über ihn geschüttet.;While flirting at the bar I knocked over his beer and spilled it over him.
Neulich habe ich meinen Chef aus Versehen "Papa" genannt, ich wollte sterben.;Recently I accidentally called my boss "Dad", I wanted to die.
Ich bin letzte Woche in der U-Bahn eingeschlafen und drei Stationen zu weit gefahren.;Last week I fell asleep on the subway and went three stations too far.
Meine beste Freundin hat mir erzählt, dass sie meinen Ex schon immer doof fand.;My best friend told me that she always found my ex stupid.
Ich habe beim Tanzen jemandem auf den Fuß getreten und er musste zum Arzt.;While dancing I stepped on someone's foot and he had to go to the doctor.
Letztens habe ich eine Nachricht an meinen Schwarm geschickt, die für meine Freundin war.;Recently I sent a message to my crush that was meant for my friend.
Beim Sport im Fitnessstudio ist mir meine Hose gerissen, alle haben gelacht.;During sports at the gym my trousers ripped, everyone laughed.
Ich habe neulich meinen Zahnarzt auf einer Dating-App gesehen und war total verwirrt.;Recently I saw my dentist on a dating app and was totally confused.
Mein erstes Mal war so peinlich, dass ich danach drei Tage nicht aus dem Haus wollte.;My first time was so embarrassing that I didn't want to leave the house for three days afterwards.
Ich habe letzte Woche beim Essen mit meinem Date Spinat zwischen den Zähnen gehabt.;Last week during dinner with my date I had spinach between my teeth.
Neulich bin ich vor meinem Schwarm die Treppe hochgefallen, das war so peinlich.;Recently I fell up the stairs in front of my crush, that was so embarrassing.
Meine Freundin hat mir gesagt, dass sie meine neue Frisur hässlich findet.;My girlfriend told me that she finds my new hairstyle ugly.
Ich habe beim Date aufs Klo müssen und bin dann aus Versehen ins Herrenklo gegangen.;I had to go to the toilet on the date and then accidentally went into the men's toilet.
Letztens habe ich meinem Date beim Küssen aus Versehen auf die Lippe gebissen.;Recently I accidentally bit my date's lip while kissing.
Mein Handy ist beim romantischen Picknick in den See gefallen, alles war ruiniert.;My phone fell into the lake during the romantic picnic, everything was ruined.
Ich habe neulich gedacht, dass jemand mir zuwinkt, aber er meinte jemanden hinter mir.;Recently I thought someone was waving at me, but he meant someone behind me.
Beim ersten Treffen mit ihren Eltern habe ich mich total versprochen und was Dummes gesagt.;At the first meeting with her parents I totally misspoke and said something stupid.
Ich habe letzte Woche meinen Freund mit dem Namen meines Ex angesprochen, das war fatal.;Last week I addressed my boyfriend with my ex's name, that was fatal.
Neulich bin ich bei einem Bewerbungsgespräch eingeschlafen, weil ich so müde war.;Recently I fell asleep during a job interview because I was so tired.
Meine Mutter hat meinem neuen Freund alle meine Kindheitsgeschichten erzählt.;My mother told my new boyfriend all my childhood stories.
Ich habe beim Date aus Versehen sein Gesicht mit meinen Haaren geschlagen.;On the date I accidentally hit his face with my hair.
Letztens habe ich im Restaurant so laut gerülpst, dass alle mich angeschaut haben.;Recently I burped so loudly in the restaurant that everyone looked at me.
Mein Ex hat mir geschrieben und ich weiß nicht, ob ich antworten soll.;My ex wrote to me and I don't know if I should reply.
Ich habe neulich beim Videocall vergessen, dass meine Kamera an war.;Recently I forgot during a video call that my camera was on.
Beim Sport habe ich letzte Woche so laut gefurzt, dass es alle gehört haben.;During sports last week I farted so loudly that everyone heard it.
Ich habe meinem Date erzählt, dass ich sportlich bin, aber nach fünf Minuten war ich fertig.;I told my date that I'm athletic, but after five minutes I was done.
Neulich habe ich im Zug einen Sitzplatz neben jemandem genommen, der total gestunken hat.;Recently I took a seat on the train next to someone who totally stank.
Meine beste Freundin ist in meinen Bruder verliebt und ich weiß nicht, was ich tun soll.;My best friend is in love with my brother and I don't know what to do.
Ich habe letzte Woche beim Date mein Essen auf ihn gespuckt beim Reden.;Last week on the date I spat my food on him while talking.
Beim Kennenlernen seiner Freunde habe ich den Namen von allen sofort wieder vergessen.;When meeting his friends I immediately forgot everyone's names again.
Ich bin neulich auf der Rolltreppe gestürzt und alle haben mich angeglotzt.;Recently I fell on the escalator and everyone stared at me.
Mein Schwarm hat mir auf Instagram geschrieben, aber ich weiß nicht, was ich antworten soll.;My crush wrote to me on Instagram, but I don't know what to reply.
Letztens habe ich beim ersten Kuss so eine komische Bewegung gemacht, total awkward.;Recently I made such a weird movement during the first kiss, totally awkward.
Ich habe neulich meinen Kaffee über mein neues weißes Hemd geschüttet vor der Arbeit.;Recently I spilled my coffee over my new white shirt before work.
Meine Freundin meinte letztens, dass ich zu viel Zeit am Handy verbringe.;My girlfriend said recently that I spend too much time on my phone.
Ich habe beim Date so nervös gegessen, dass mir danach total schlecht war.;I ate so nervously on the date that I felt totally sick afterwards.
Neulich habe ich jemandem die Tür aufgehalten, aber er war noch viel zu weit weg.;Recently I held the door open for someone, but he was still way too far away.
Mein letztes Wochenende war so langweilig, ich habe nur Netflix geguckt.;My last weekend was so boring, I only watched Netflix.
Ich habe letzte Woche meine Freundin beim Schlafen fotografiert und sie war sauer.;Last week I photographed my girlfriend while sleeping and she was angry.
Beim Yoga-Kurs letztens bin ich umgekippt, weil mir schwindelig wurde.;At the yoga class recently I fell over because I got dizzy.
Ich habe neulich eine peinliche Nachricht an die falsche Gruppe geschickt.;Recently I sent an embarrassing message to the wrong group.
Meine Nachbarn haben mich gestern Nacht beim lauten Singen unter der Dusche gehört.;My neighbors heard me singing loudly in the shower last night.
Ich habe beim Date vergessen, mein Handy stumm zu schalten, und meine Mutter hat angerufen.;I forgot to mute my phone on the date, and my mother called.
Letztens habe ich meinem Kollegen erzählt, dass ich krank bin, aber er hat mich beim Feiern gesehen.;Recently I told my colleague that I'm sick, but he saw me partying.
Mein Mitbewohner bringt ständig neue Leute mit nach Hause, das nervt total.;My roommate constantly brings new people home, that's totally annoying.
Ich habe neulich beim Einkaufen vergessen zu bezahlen und bin einfach rausgegangen.;Recently I forgot to pay while shopping and just walked out.
Beim Grillen letzte Woche habe ich das ganze Fleisch verbrannt, alle waren sauer.;At the barbecue last week I burned all the meat, everyone was angry.
Ich habe gestern meinen Nachbarn beim Streiten mit seiner Freundin durchs Fenster gesehen.;Yesterday I saw my neighbor arguing with his girlfriend through the window.
Meine Eltern wollen, dass ich endlich ausziehe, aber ich habe kein Geld dafür.;My parents want me to finally move out, but I don't have money for it.
Neulich habe ich beim Autofahren gemerkt, dass ich meinen Führerschein zu Hause vergessen habe.;Recently while driving I noticed that I forgot my driver's license at home.
Ich habe letzte Woche beim Friseur eingeschlafen und mit einer komischen Frisur aufgewacht.;Last week I fell asleep at the hairdresser and woke up with a weird hairstyle.
Mein Chef hat mich letztens beim Computerspielen während der Arbeit erwischt.;My boss caught me playing computer games during work recently.
Ich habe neulich beim Date mein Portemonnaie vergessen und musste ihn zahlen lassen.;Recently on the date I forgot my wallet and had to let him pay.
Beim Fotoshooting gestern habe ich die ganze Zeit so komisch gelächelt.;At the photo shoot yesterday I smiled so weirdly the whole time.
Ich habe letzte Woche meinen Jahrestag vergessen und sie war richtig sauer.;Last week I forgot my anniversary and she was really angry.
Meine Freunde machen sich über meine neue Beziehung lustig, das verletzt mich.;My friends make fun of my new relationship, that hurts me.
