Ich bin.;I am.
Die Gruppe arbeitet gemeinsam an einem wichtigen Projekt im Raum.;The group works together on an important project in the room.
Der Teilnehmer beantwortet die Fragen in der schweren Prüfung.;The participant answers the questions in the difficult exam.
Die Lehrerin korrigiert die Fehler in den langen Texten der Schüler.;The teacher corrects the mistakes in the long texts of the students.
Der Junge vergisst seine Hausaufgaben zu Hause auf dem Tisch.;The boy forgets his homework at home on the table.
Die Mutter erinnert ihr Kind an die wichtige Aufgabe für morgen.;The mother reminds her child of the important task for tomorrow.
Der Vater bringt sein Kind zur neuen Schule am frühen Morgen.;The father brings his child to the new school early in the morning.
Die Familie frühstückt zusammen an einem großen Tisch in der Küche.;The family has breakfast together at a big table in the kitchen.
Der Mann liest die Nachrichten auf seinem Laptop im Büro.;The man reads the news on his laptop in the office.
Die Frau arbeitet konzentriert an einem wichtigen Dokument.;The woman works with concentration on an important document.
Der Kollege hilft seinem Freund bei einem schwierigen Problem.;The colleague helps his friend with a difficult problem.
Die Chefin lobt den Mitarbeiter für seine gute Arbeit im Team.;The boss praises the employee for his good work in the team.
Der Kunde bezahlt die Rechnung mit Bargeld an der Kasse.;The customer pays the bill with cash at the checkout.
Die Kassiererin gibt dem Kunden das Wechselgeld mit einem Lächeln.;The cashier gives the customer the change with a smile.
Der Junge leiht sich ein spannendes Buch aus der Bibliothek.;The boy borrows an exciting book from the library.
Die Bibliothekarin zeigt dem Besucher den richtigen Bereich.;The librarian shows the visitor the correct section.
Der Sportler trainiert jeden Tag im großen Fitnessstudio.;The athlete trains every day in the big gym.
Die Spieler gewinnen das wichtige Spiel gegen die starke Mannschaft.;The players win the important game against the strong team.
Der Trainer erklärt die neue Strategie vor dem schweren Spiel.;The coach explains the new strategy before the difficult game.
Die Zuschauer sehen das spannende Spiel im großen Stadion.;The spectators watch the exciting game in the big stadium.
Der Läufer läuft eine lange Strecke durch den ruhigen Wald.;The runner runs a long distance through the quiet forest.
Die Wanderer steigen auf den hohen Berg mit viel Energie.;The hikers climb the high mountain with a lot of energy.
Der Fotograf macht schöne Bilder von der Natur am Morgen.;The photographer takes beautiful pictures of nature in the morning.
Die Sonne wärmt die kalte Luft nach der langen Nacht.;The sun warms the cold air after the long night.
Der Regen macht die Straßen in der Stadt sehr nass.;The rain makes the streets in the city very wet.
Die Leute tragen warme Kleidung bei dem kalten Wetter.;The people wear warm clothes in the cold weather.
Der Winter bringt viel Schnee in die kleinen Dörfer.;The winter brings a lot of snow to the small villages.
Der Sommer bringt lange Tage und warme Nächte.;The summer brings long days and warm nights.
Die Kinder schwimmen im klaren Wasser des großen Sees.;The children swim in the clear water of the big lake.
Der Mann angelt ruhig am Ufer mit einer langen Angel.;The man fishes calmly at the shore with a long fishing rod.
Die Frau pflanzt schöne Blumen in den kleinen Garten.;The woman plants beautiful flowers in the small garden.
Der Nachbar schneidet das hohe Gras mit einer Maschine.;The neighbor cuts the tall grass with a machine.
Die Katze jagt eine kleine Maus hinter dem alten Haus.;The cat hunts a small mouse behind the old house.
Der Hund bellt laut vor der geschlossenen Tür.;The dog barks loudly in front of the closed door.
Das Pferd läuft schnell über die grüne Wiese.;The horse runs fast across the green meadow.
Der Vogel sitzt auf einem hohen Baum und singt ein Lied.;The bird sits on a tall tree and sings a song.
Die Leute kaufen frisches Obst und Gemüse auf dem Markt.;The people buy fresh fruit and vegetables at the market.
Der Verkäufer wiegt die roten Äpfel mit einer alten Waage.;The seller weighs the red apples with an old scale.
Die Kundin wählt eine schöne Jacke in der richtigen Größe.;The customer chooses a beautiful jacket in the right size.
Der Junge probiert neue Schuhe in dem großen Geschäft.;The boy tries new shoes in the big shop.
Die Frau bezahlt mit ihrer Karte an der modernen Kasse.;The woman pays with her card at the modern checkout.
Der Mann sucht nach einem guten Restaurant in der Nähe.;The man looks for a good restaurant nearby.
Die Freunde reservieren einen Tisch für den besonderen Abend.;The friends reserve a table for the special evening.
Der Kellner empfiehlt ein leckeres Gericht mit frischem Fisch.;The waiter recommends a tasty dish with fresh fish.
Die Gäste genießen das ruhige Ambiente und das gute Essen.;The guests enjoy the calm atmosphere and the good food.
Bestelle ein kaltes Getränk mit Eis in dem kleinen Café!;Order a cold drink with ice in the small café!
Frage den freundlichen Verkäufer nach einem besseren Preis!;Ask the friendly seller for a better price!
Erkläre deinem neuen Kollegen die wichtige Aufgabe im Büro!;Explain the important task in the office to your new colleague!
Rufe deine Familie nach dem langen Arbeitstag am Abend an!;Call your family after the long workday in the evening!
Pack deine Sachen für die kurze Reise am Wochenende!;Pack your things for the short trip on the weekend!
Vergiss deinen Schlüssel nicht vor dem Verlassen des Hauses!;Do not forget your key before leaving the house!
Hilf den alten Leuten beim Tragen der schweren Taschen!;Help the old people carry the heavy bags!
Zeig dem Touristen den richtigen Weg zur alten Brücke!;Show the tourist the right way to the old bridge!
Bleib bei deinen Freunden in der schwierigen Situation!;Stay with your friends in the difficult situation!
Genieße den schönen Tag mit deiner Familie im Park!;Enjoy the beautiful day with your family in the park!
Ich heiße Anna und komme aus Deutschland.;My name is Anna and I come from Germany.
Der Hund ist groß und sehr freundlich.;The dog is big and very friendly.
Wir essen gerne Pizza am Wochenende.;We like to eat pizza on the weekend.
Mein Bruder spielt Fußball im Park.;My brother plays football in the park.
Das Wetter ist heute schön und warm.;The weather is nice and warm today.
Ich trinke jeden Morgen Kaffee mit Milch.;I drink coffee with milk every morning.
Die Katze schläft auf dem Sofa.;The cat sleeps on the sofa.
Wir fahren morgen nach Berlin mit dem Zug.;We are going to Berlin by train tomorrow.
Meine Mutter kocht sehr gut und lecker.;My mother cooks very well and deliciously.
Das Auto ist rot und ziemlich neu.;The car is red and quite new.
Ich lerne Deutsch in der Schule.;I learn German at school.
Die Kinder spielen im Garten zusammen.;The children play together in the garden.
Mein Vater arbeitet in einem Büro.;My father works in an office.
Wir wohnen in einer kleinen Wohnung.;We live in a small apartment.
Das Buch ist interessant und nicht teuer.;The book is interesting and not expensive.
Ich habe einen Bruder und eine Schwester.;I have one brother and one sister.
Der Apfel schmeckt süß und frisch.;The apple tastes sweet and fresh.
Wir gehen oft ins Kino am Abend.;We often go to the cinema in the evening.
Meine Freundin heißt Lisa und ist nett.;My friend is called Lisa and is nice.
Das Haus hat drei Zimmer und einen Garten.;The house has three rooms and a garden.
Ich stehe um sieben Uhr auf.;I get up at seven o'clock.
Die Blumen sind schön und bunt.;The flowers are beautiful and colorful.
Wir kaufen Brot beim Bäcker ein.;We buy bread at the bakery.
Mein Lehrer ist sehr freundlich und geduldig.;My teacher is very friendly and patient.
Das Kind ist fünf Jahre alt.;The child is five years old.
Ich mag Schokolade sehr gern.;I like chocolate very much.
Die Straße ist lang und breit.;The street is long and wide.
Wir haben einen kleinen Hund zu Hause.;We have a small dog at home.
Meine Oma wohnt in Hamburg.;My grandma lives in Hamburg.
Das Wasser ist kalt und klar.;The water is cold and clear.
Ich lese gerne Bücher am Abend.;I like to read books in the evening.
Der Stuhl ist bequem und weich.;The chair is comfortable and soft.
Wir besuchen oft unsere Großeltern.;We often visit our grandparents.
Mein Zimmer ist klein aber gemütlich.;My room is small but cozy.
Das Fahrrad ist kaputt und alt.;The bicycle is broken and old.
Ich schreibe eine E-Mail an meinen Freund.;I write an email to my friend.
Die Sonne scheint hell am Himmel.;The sun shines brightly in the sky.
Wir trinken Tee mit Zucker.;We drink tea with sugar.
Mein Onkel fährt ein schnelles Auto.;My uncle drives a fast car.
Das Bett ist groß und weich.;The bed is big and soft.
Ich höre gerne Musik im Radio.;I like to listen to music on the radio.
Die Tür ist offen und weiß.;The door is open and white.
Wir machen eine Pause um zehn Uhr.;We take a break at ten o'clock.
Meine Tante kocht leckeren Kuchen.;My aunt bakes delicious cake.
Das Fenster ist groß und sauber.;The window is big and clean.
Ich sehe einen Vogel im Baum.;I see a bird in the tree.
Die Schuhe sind neu und bequem.;The shoes are new and comfortable.
Wir spielen oft Karten am Tisch.;We often play cards at the table.
Mein Opa liest die Zeitung täglich.;My grandpa reads the newspaper daily.
Das Essen ist warm und gut.;The food is warm and good.
Ich komme aus einer kleinen Stadt.;I come from a small town.
Die Tasche ist schwer und voll.;The bag is heavy and full.
Wir gehen spazieren im Park.;We go for a walk in the park.
Meine Schwester singt sehr schön.;My sister sings very beautifully.
Der Tisch ist rund und groß.;The table is round and big.
Ich brauche eine neue Jacke.;I need a new jacket.
Die Lampe ist hell und schön.;The lamp is bright and beautiful.
Wir sehen einen Film im Fernsehen.;We watch a film on television.
Mein Freund kommt aus Spanien.;My friend comes from Spain.
Das Glas ist leer und sauber.;The glass is empty and clean.
Ich finde den Schlüssel nicht.;I cannot find the key.
Die Uhr zeigt drei Uhr an.;The clock shows three o'clock.
Wir lernen Englisch in der Schule.;We learn English at school.
Meine Nachbarin ist sehr alt.;My neighbor is very old.
Der Baum ist hoch und grün.;The tree is tall and green.
Ich esse ein Brötchen zum Frühstück.;I eat a roll for breakfast.
Die Jacke ist warm und rot.;The jacket is warm and red.
Wir tanzen gerne auf Partys.;We like to dance at parties.
Mein Cousin wohnt in München.;My cousin lives in Munich.
Das Telefon klingelt sehr laut.;The telephone rings very loudly.
Ich schwimme gerne im Sommer.;I like to swim in summer.
Die Banane ist gelb und reif.;The banana is yellow and ripe.
Wir kochen zusammen am Sonntag.;We cook together on Sunday.
Mein Chef ist streng aber fair.;My boss is strict but fair.
Der Bus kommt um acht Uhr.;The bus comes at eight o'clock.
Ich kaufe Milch im Supermarkt.;I buy milk at the supermarket.
Die Orange schmeckt sauer und frisch.;The orange tastes sour and fresh.
Wir putzen das Haus am Samstag.;We clean the house on Saturday.
Meine Lehrerin erklärt alles gut.;My teacher explains everything well.
Der Himmel ist blau und wolkenlos.;The sky is blue and cloudless.
Ich suche meine Brille überall.;I search for my glasses everywhere.
Die Tomate ist rot und saftig.;The tomato is red and juicy.
Wir schlafen lange am Wochenende.;We sleep late on the weekend.
Mein Nachbar hat zwei Kinder.;My neighbor has two children.
Der Schnee ist weiß und kalt.;The snow is white and cold.
Ich wasche meine Hände mit Seife.;I wash my hands with soap.
Die Kartoffel ist groß und rund.;The potato is big and round.
Wir laufen jeden Tag im Park.;We run in the park every day.
Meine Kollegin ist jung und nett.;My colleague is young and nice.
Der Regen fällt vom Himmel herab.;The rain falls from the sky.
Ich öffne das Fenster am Morgen.;I open the window in the morning.
Die Gurke ist grün und lang.;The cucumber is green and long.
Wir singen Lieder im Unterricht.;We sing songs in class.
Mein Arzt ist sehr kompetent.;My doctor is very competent.
Der Wind weht stark heute.;The wind blows strongly today.
Ich schließe die Tür am Abend.;I close the door in the evening.
Die Birne schmeckt süß und weich.;The pear tastes sweet and soft.
Wir rechnen Mathe in der Schule.;We do math at school.
Meine Freunde sind lustig und sympathisch.;My friends are funny and likeable.
Der Mond scheint hell in der Nacht.;The moon shines brightly at night.
Ich lege das Buch auf den Tisch.;I put the book on the table.
Die Kirsche ist klein und rot.;The cherry is small and red.
Wir malen Bilder im Kunstunterricht.;We paint pictures in art class.
Mein Zahnarzt arbeitet sehr vorsichtig.;My dentist works very carefully.
Der Stern funkelt am Himmel.;The star twinkles in the sky.
Ich nehme den Bus zur Arbeit.;I take the bus to work.
Die Erdbeere schmeckt sehr süß.;The strawberry tastes very sweet.
Wir turnen oft in der Sporthalle.;We do gymnastics often in the gym.
Meine Familie ist groß und glücklich.;My family is big and happy.
Der Nebel ist dicht am Morgen.;The fog is thick in the morning.
Ich gebe dir das Geld zurück.;I give you the money back.
Die Pflaume ist lila und süß.;The plum is purple and sweet.
Wir basteln etwas im Kindergarten.;We craft something at kindergarten.
Mein Nachbar grüßt mich immer freundlich.;My neighbor always greets me friendly.
Das Gewitter ist laut und gefährlich.;The thunderstorm is loud and dangerous.
Ich stelle die Vase auf das Regal.;I put the vase on the shelf.
Die Melone ist groß und saftig.;The melon is big and juicy.
Wir üben Deutsch jeden Tag fleißig.;We practice German diligently every day.
Meine Kusine tanzt sehr elegant.;My cousin dances very elegantly.
Der Donner rollt über den Himmel.;The thunder rolls across the sky.
Ich hänge das Bild an die Wand.;I hang the picture on the wall.
Die Zitrone schmeckt sehr sauer.;The lemon tastes very sour.
Wir wiederholen die Vokabeln gemeinsam.;We review the vocabulary together.
Mein Neffe ist drei Jahre alt.;My nephew is three years old.
Der Blitz ist hell und schnell.;The lightning is bright and fast.
Ich stelle den Wecker auf sechs Uhr.;I set the alarm clock for six o'clock.
Die Ananas ist exotisch und lecker.;The pineapple is exotic and delicious.
Wir üben Aussprache im Sprachkurs.;We practice pronunciation in the language course.
Meine Nichte malt gerne bunte Bilder.;My niece likes to paint colorful pictures.
Die Wolke ist grau und dunkel.;The cloud is gray and dark.
Ich lege mich ins Bett um zehn.;I go to bed at ten.
Die Traube ist klein und süß.;The grape is small and sweet.
Wir fragen den Lehrer nach Hilfe.;We ask the teacher for help.
Mein Bekannter grüßt mich auf der Straße.;My acquaintance greets me on the street.
Der Hagel fällt auf das Dach.;The hail falls on the roof.
Ich setze mich auf den Stuhl.;I sit down on the chair.
Die Kokosnuss ist hart und groß.;The coconut is hard and big.
Wir antworten auf die Fragen.;We answer the questions.
Meine Verwandte wohnt weit weg.;My relative lives far away.
Der Tau liegt auf dem Gras.;The dew lies on the grass.
Ich lege den Stift auf den Schreibtisch.;I put the pen on the desk.
Die Kiwi ist grün und gesund.;The kiwi is green and healthy.
Wir hören dem Lehrer aufmerksam zu.;We listen to the teacher attentively.
Mein Mitschüler sitzt neben mir.;My classmate sits next to me.
Der Frost kommt im Winter oft.;The frost often comes in winter.
Ich räume mein Zimmer schnell auf.;I tidy my room quickly.
Die Mango schmeckt exotisch und süß.;The mango tastes exotic and sweet.
Wir schreiben einen kurzen Text.;We write a short text.
Meine Klassenkameradin ist sehr fleißig.;My classmate is very diligent.
Das Eis schmilzt in der Sonne.;The ice melts in the sun.
Ich putze die Fenster am Samstag.;I clean the windows on Saturday.
Die Papaya ist orange und weich.;The papaya is orange and soft.
Wir lesen laut im Unterricht.;We read aloud in class.
Mein Sitznachbar ist sehr hilfsbereit.;My seat neighbor is very helpful.
Der Raureif liegt auf den Blättern.;The hoarfrost lies on the leaves.
Ich wasche das Auto am Sonntag.;I wash the car on Sunday.
Die Passionsfrucht schmeckt sauer und süß.;The passion fruit tastes sour and sweet.
Wir buchstabieren schwierige Wörter langsam.;We spell difficult words slowly.
Meine Arbeitskollegin trinkt viel Kaffee.;My work colleague drinks a lot of coffee.
Der Eisregen ist kalt und gefährlich.;The freezing rain is cold and dangerous.
Ich koche Nudeln zum Mittagessen.;I cook noodles for lunch.
Die Litschi ist klein und exotisch.;The lychee is small and exotic.
Wir markieren wichtige Wörter im Text.;We mark important words in the text.
Mein Zimmernachbar ist sehr laut nachts.;My room neighbor is very loud at night.
Die Glätte ist gefährlich auf der Straße.;The ice is dangerous on the street.
Ich backe einen Kuchen für Geburtstag.;I bake a cake for a birthday.
Die Drachenfrucht sieht sehr exotisch aus.;The dragon fruit looks very exotic.
Wir unterstreichen die Verben im Satz.;We underline the verbs in the sentence.
Mein Schulfreund hilft mir oft.;My school friend often helps me.
Der Bodenfrost schadet den Pflanzen.;The ground frost damages the plants.
Ich brate ein Ei in der Pfanne.;I fry an egg in the pan.
Die Sternfrucht hat eine besondere Form.;The starfruit has a special shape.
Wir übersetzen den Text ins Deutsche.;We translate the text into German.
Meine Studienkollegin lernt fleißig für Prüfungen.;My study colleague studies diligently for exams.
Der Schneeregen fällt auf die Erde.;The sleet falls on the ground.
Ich grille Fleisch im Garten.;I grill meat in the garden.
Die Feige ist süß und gesund.;The fig is sweet and healthy.
Wir konjugieren Verben im Präsens.;We conjugate verbs in the present tense.
Mein Trainingspartner motiviert mich immer.;My training partner always motivates me.
Der Graupel fällt vom Himmel.;The graupel falls from the sky.
Ich schäle eine Kartoffel fürs Essen.;I peel a potato for the meal.
Die Dattel schmeckt sehr süß.;The date tastes very sweet.
Wir deklinieren Nomen richtig im Satz.;We decline nouns correctly in the sentence.
Mein Lernpartner erklärt mir die Grammatik.;My learning partner explains the grammar to me.
Der Nieselregen ist fein und nass.;The drizzle is fine and wet.
Ich schneide Gemüse für den Salat.;I cut vegetables for the salad.
Die Cranberry schmeckt herb und sauer.;The cranberry tastes tart and sour.
Wir bilden Sätze mit neuen Wörtern.;We form sentences with new words.
Meine Tanzpartnerin tanzt sehr gut.;My dance partner dances very well.
Der Sprühregen fällt leicht vom Himmel.;The spray rain falls lightly from the sky.
Ich rühre die Suppe im Topf um.;I stir the soup in the pot.
Die Brombeere wächst im Wald wild.;The blackberry grows wild in the forest.
Wir korrigieren unsere Fehler im Heft.;We correct our mistakes in the notebook.
Mein Spielpartner gewinnt oft beim Schach.;My playing partner often wins at chess.
Der Landregen dauert den ganzen Tag.;The steady rain lasts all day.
Ich würze das Essen mit Salz.;I season the food with salt.
Die Himbeere ist rot und weich.;The raspberry is red and soft.
Wir vervollständigen die Übungen im Buch.;We complete the exercises in the book.
Meine Wanderpartnerin kennt gute Wege.;My hiking partner knows good paths.
Der Platzregen kommt plötzlich und stark.;The downpour comes suddenly and strongly.
Ich probiere das neue Rezept aus.;I try out the new recipe.
Die Blaubeere ist klein und gesund.;The blueberry is small and healthy.
Wir verbessern unsere Aussprache täglich.;We improve our pronunciation daily.
Mein Gesprächspartner spricht sehr deutlich.;My conversation partner speaks very clearly.
Der Starkregen überflutet die Straßen schnell.;The heavy rain floods the streets quickly.
Ich koche die Eier fünf Minuten lang.;I cook the eggs for five minutes.
Die Johannisbeere hängt am Strauch rot.;The redcurrant hangs red on the bush.
Wir erweitern unseren Wortschatz stetig.;We steadily expand our vocabulary.
Meine Brieffreundin schreibt mir regelmäßig.;My pen pal writes to me regularly.
Der Dauerregen macht alles nass draußen.;The continuous rain makes everything wet outside.
Ich mixe einen Smoothie aus Früchten.;I mix a smoothie from fruits.
Die Stachelbeere schmeckt säuerlich und erfrischend.;The gooseberry tastes sour and refreshing.
Wir festigen die Grammatikregeln durch Übung.;We consolidate the grammar rules through practice.
Mein Chatpartner antwortet schnell online.;My chat partner answers quickly online.
Der Wolkenbruch kommt unerwartet und heftig.;The cloudburst comes unexpectedly and violently.
Ich toaste das Brot im Toaster.;I toast the bread in the toaster.
Die Preiselbeere wächst im Norden gut.;The lingonberry grows well in the north.
Wir vertiefen unser Verständnis der Sprache.;We deepen our understanding of the language.
Mein Austauschpartner kommt aus Frankreich.;My exchange partner comes from France.
Der Gewitterregen ist laut und intensiv.;The thunderstorm rain is loud and intense.
Ich mahle Kaffee für die Maschine.;I grind coffee for the machine.
Die Holunderbeere ist dunkel und reif.;The elderberry is dark and ripe.
Wir perfektionieren unsere Schreibfähigkeiten.;We perfect our writing skills.
Meine Arbeitsgruppe trifft sich montags.;My work group meets on Mondays.
Der Regenguss dauert nur kurze Zeit.;The rain shower lasts only a short time.
Ich presse Orangen für frischen Saft.;I squeeze oranges for fresh juice.
Die Sanddornbeere enthält viele Vitamine.;The sea buckthorn berry contains many vitamins.
Wir praktizieren die Konversation im Alltag.;We practice conversation in everyday life.
Mein Projektpartner arbeitet sehr organisiert.;My project partner works very organized.
Der Schauer kommt schnell und geht schnell.;The shower comes quickly and goes quickly.
Ich siebe das Mehl vor dem Backen.;I sift the flour before baking.
Die Vogelbeere hängt rot am Baum.;The rowan berry hangs red on the tree.
Wir trainieren das Hörverständnis mit Audio.;We train listening comprehension with audio.
Meine Diskussionsgruppe debattiert jeden Donnerstag.;My discussion group debates every Thursday.
Der Regenschauer erfrischt die heiße Luft.;The rain shower refreshes the hot air.
Ich knete den Teig für das Brot.;I knead the dough for the bread.
Die Schlehe schmeckt sehr herb.;The sloe tastes very tart.
Wir meistern schwierige Grammatikthemen zusammen.;We master difficult grammar topics together.
Mein Reisepartner plant die Route genau.;My travel partner plans the route precisely.
Der Nieselschauer ist fein und kühl.;The drizzle shower is fine and cool.
Ich forme Frikadellen aus Hackfleisch.;I form meatballs from ground meat.
Die Maulbeere färbt die Finger lila.;The mulberry stains the fingers purple.
Wir erlernen idiomatische Ausdrücke.;We learn idiomatic expressions.
Meine Laufgruppe trifft sich morgens früh.;My running group meets early in the morning.
Der Regentropfen fällt auf meine Hand.;The raindrop falls on my hand.
Ich bestreue den Kuchen mit Zucker.;I sprinkle the cake with sugar.
Die Kornelkirsche reift im Spätsommer.;The cornelian cherry ripens in late summer.
Wir analysieren Texte im Sprachunterricht.;We analyze texts in language class.
Mein Yogapartner zeigt mir neue Übungen.;My yoga partner shows me new exercises.
Die Regenwolke zieht langsam vorbei.;The rain cloud passes by slowly.
Ich garniere den Teller mit Kräutern.;I garnish the plate with herbs.
Die Hagebutte enthält viel Vitamin C.;The rosehip contains a lot of vitamin C.
Wir interpretieren komplexe Sätze korrekt.;We interpret complex sentences correctly.
Meine Fitnessgruppe trainiert dreimal wöchentlich.;My fitness group trains three times weekly.
Der Regenbogen erscheint nach dem Schauer.;The rainbow appears after the shower.
Ich mariniere das Fleisch über Nacht.;I marinate the meat overnight.
Die Weißdornbeere ist klein und rot.;The hawthorn berry is small and red.
Wir formulieren eigene Gedanken auf Deutsch.;We formulate our own thoughts in German.
Mein Kochpartner kennt viele Rezepte.;My cooking partner knows many recipes.
Die Regenpfütze spiegelt den Himmel.;The rain puddle reflects the sky.
Ich paniere das Schnitzel mit Semmelbröseln.;I bread the schnitzel with breadcrumbs.
Die Berberitze schmeckt sehr sauer.;The barberry tastes very sour.
Wir artikulieren die Laute klar.;We articulate the sounds clearly.
Meine Theatergruppe probt jeden Freitag.;My theater group rehearses every Friday.
Der Regenschirm schützt mich vor Nässe.;The umbrella protects me from wetness.
Ich flambiere das Dessert mit Alkohol.;I flambé the dessert with alcohol.
Die Aroniabeere ist dunkel und gesund.;The aronia berry is dark and healthy.
Wir beherrschen die Grundgrammatik gut.;We master the basic grammar well.
Mein Lesekreis bespricht monatlich Bücher.;My book club discusses books monthly.
Die Regenrinne leitet Wasser ab.;The rain gutter drains water away.
Ich glasiere den Kuchen mit Schokolade.;I glaze the cake with chocolate.
Die Felsenbirne schmeckt süßlich und mild.;The serviceberry tastes sweetish and mild.
Wir kommunizieren auf Deutsch im Kurs.;We communicate in German in the course.
Meine Musikgruppe spielt Jazz am Abend.;My music group plays jazz in the evening.
Die Regentonne sammelt Wasser vom Dach.;The rain barrel collects water from the roof.
Ich dünste das Gemüse mit wenig Wasser.;I steam the vegetables with little water.
Die Gojibeere gilt als sehr gesund.;The goji berry is considered very healthy.
Wir kommunizieren klar und verständlich.;We communicate clearly and understandably.
Mein Chor singt klassische Lieder.;My choir sings classical songs.
Der Regentag ist grau und dunkel.;The rainy day is gray and dark.
Ich blanchiere die Tomaten kurz.;I blanch the tomatoes briefly.
Die Acaibeere kommt aus dem Regenwald.;The acai berry comes from the rainforest.
Wir interagieren aktiv im Unterricht.;We interact actively in class.
Meine Sportgruppe trifft sich im Stadion.;My sports group meets at the stadium.
Die Regenzeit beginnt im Herbst hier.;The rainy season starts in autumn here.
Ich pochiere die Eier im Wasser.;I poach the eggs in water.
Die Boysenbeere ist eine Kreuzung.;The boysenberry is a crossbreed.
Wir dialogisieren in Partnerübungen.;We engage in dialogue in partner exercises.
Mein Buchclub liest moderne Romane.;My book club reads modern novels.
Der Regenmantel hängt an der Garderobe.;The raincoat hangs on the coat rack.
Ich reduziere die Soße beim Kochen.;I reduce the sauce while cooking.
Die Loganbeere ähnelt der Himbeere.;The loganberry resembles the raspberry.
Wir konversieren ungezwungen auf Deutsch.;We converse casually in German.
Meine Debattiergruppe übt montags Rhetorik.;My debate group practices rhetoric on Mondays.
Die Regenjacke ist wasserdicht und warm.;The rain jacket is waterproof and warm.
Ich karamellisiere den Zucker in der Pfanne.;I caramelize the sugar in the pan.
Die Taybeere ist süß und saftig.;The tayberry is sweet and juicy.
Wir diskutieren aktuelle Themen im Kurs.;We discuss current topics in the course.
Mein Diskussionskreis trifft sich donnerstags.;My discussion circle meets on Thursdays.
Die Regenstiefel sind gelb und hoch.;The rain boots are yellow and tall.
Ich confit das Fleisch langsam.;I confit the meat slowly.
Die Marionbeere wächst an Ranken.;The marionberry grows on vines.
Wir tauschen Meinungen im Plenum aus.;We exchange opinions in the plenum.
Meine Filmgruppe sieht französische Filme.;My film group watches French films.
Der Regenmesser zeigt die gefallene Menge.;The rain gauge shows the fallen amount.
Ich sous-vide das Steak präzise.;I sous-vide the steak precisely.
Die Ollaliebeere schmeckt aromatisch und süß.;The ollalieberry tastes aromatic and sweet.
Wir erörtern verschiedene Standpunkte respektvoll.;We discuss different viewpoints respectfully.
Mein Stammtisch trifft sich mittwochs.;My regulars' table meets on Wednesdays.
Die Regenwolke ist dunkel und bedrohlich.;The rain cloud is dark and threatening.
Ich sautiere die Pilze schnell.;I sauté the mushrooms quickly.
Die Youngbeere ist eine amerikanische Züchtung.;The youngberry is an American cultivar.
Wir debattieren kontroverse Fragen sachlich.;We debate controversial questions objectively.
Meine Schreibgruppe trifft sich samstags.;My writing group meets on Saturdays.
Der Regenschauer erfrischt die Pflanzen.;The rain shower refreshes the plants.
Ich deglaziere die Pfanne mit Wein.;I deglaze the pan with wine.
Die Nektarine ähnelt dem Pfirsich sehr.;The nectarine resembles the peach very much.
Wir argumentieren logisch und strukturiert.;We argue logically and structured.
Mein Gesprächskreis spricht über Literatur.;My conversation circle talks about literature.
Die Regenbö kommt plötzlich und heftig.;The rain squall comes suddenly and violently.
Ich emulgiere die Soße mit Butter.;I emulsify the sauce with butter.
Die Clementine ist kernlos und süß.;The clementine is seedless and sweet.
Wir reflektieren über unsere Lernfortschritte.;We reflect on our learning progress.
Meine Kaffeerunde trifft sich nachmittags.;My coffee circle meets in the afternoon.
Der Regenfall ist heute sehr stark.;The rainfall is very strong today.
Ich montiere den Teller mit Sorgfalt.;I plate the dish with care.
Die Mandarine schält sich leicht.;The mandarin peels easily.
Wir evaluieren unsere Sprachkenntnisse regelmäßig.;We evaluate our language skills regularly.
Mein Spieleabend findet freitags statt.;My game night takes place on Fridays.
Die Regenmenge wird täglich gemessen.;The rainfall amount is measured daily.
Ich aromatisiere das Öl mit Kräutern.;I flavor the oil with herbs.
Die Satsuma ist eine japanische Zitrusfrucht.;The satsuma is a Japanese citrus fruit.
Wir optimieren unsere Lerntechniken kontinuierlich.;We continuously optimize our learning techniques.
Meine Runde trifft sich im Café.;My circle meets in the café.
Der Regenwald ist feucht und grün.;The rainforest is humid and green.
Ich infundiere den Tee mit Ingwer.;I infuse the tea with ginger.
Die Tangelo ist eine Hybrid-Frucht.;The tangelo is a hybrid fruit.
Wir kultivieren unsere Sprachfertigkeiten täglich.;We cultivate our language skills daily.
Mein Freundeskreis trifft sich spontan.;My circle of friends meets spontaneously.
Die Regensaison bringt viel Niederschlag.;The rainy season brings much precipitation.
Ich confiere das Gemüse in Öl.;I confit the vegetables in oil.
Die Minneola hat eine charakteristische Form.;The minneola has a characteristic shape.
Wir intensivieren das Lernen vor Prüfungen.;We intensify learning before exams.
Meine Clique geht oft zusammen weg.;My clique often goes out together.
Der Regenbogen hat sieben Farben.;The rainbow has seven colors.
Ich braisiere das Fleisch im Ofen.;I braise the meat in the oven.
Die Kumquat isst man mit Schale.;You eat the kumquat with the peel.
Wir systematisieren unseren Lernprozess.;We systematize our learning process.
Mein Kreis trifft sich zum Austausch.;My circle meets for exchange.
Die Regenperiode endet im Mai.;The rainy period ends in May.
Ich lardiere den Braten mit Speck.;I lard the roast with bacon.
Die Yuzu duftet sehr aromatisch.;The yuzu smells very aromatic.
Wir konzentrieren uns auf schwache Bereiche.;We concentrate on weak areas.
Meine Truppe organisiert regelmäßig Events.;My group organizes events regularly.
Ich gehe jeden Tag zur Schule um acht Uhr.;I go to school every day at eight o'clock.
Der Lehrer erklärt die Mathematikaufgabe an der Tafel.;The teacher explains the math problem on the board.
