Ich bin.; I am.
Meine Kollegin hilft mir oft bei der Arbeit im Büro.;My colleague often helps me at work in the office.
Ich habe gestern Überstunden gemacht und war sehr müde.;I worked overtime yesterday and was very tired.
Die Firma verkauft Produkte in viele Länder der Welt.;The company sells products to many countries in the world.
Ich habe eine E-Mail an meinen Chef geschrieben.;I wrote an email to my boss.
Wir sprechen jeden Tag über unsere Aufgaben im Team.;We talk about our tasks in the team every day.
Ich suche einen neuen Job in einer anderen Stadt.;I am looking for a new job in another city.
Der Mitarbeiter hat einen kleinen Fehler im Dokument gemacht.;The employee made a small mistake in the document.
Wir sind mit dem Zug nach München gefahren.;We traveled by train to Munich.
Der Bus kommt normalerweise pünktlich an der Haltestelle an.;The bus usually arrives on time at the stop.
Ich habe mein Ticket online gekauft und gespeichert.;I bought and saved my ticket online.
Der Flughafen ist sehr groß und modern in dieser Stadt.;The airport is very big and modern in this city.
Wir haben lange auf den Flug am Flughafen gewartet.;We waited a long time for the flight at the airport.
Ich habe ein Taxi zum Hotel im Zentrum genommen.;I took a taxi to the hotel in the center.
Wir haben den Bahnhof schnell gefunden und sind eingestiegen.;We found the train station quickly and got in.
Der Urlaub war sehr schön und entspannend für uns alle.;The holiday was very nice and relaxing for all of us.
Ich möchte nächstes Jahr nach Spanien reisen und dort bleiben.;I want to travel to Spain next year and stay there.
Wir haben viele Städte in Europa während des Urlaubs besucht.;We visited many cities in Europe during the holiday.
Das Wetter ist heute sehr kalt und regnerisch draußen.;The weather is very cold and rainy outside today.
Gestern hat es den ganzen Tag stark geregnet.;It rained heavily all day yesterday.
Im Sommer scheint die Sonne sehr lange und warm.;In summer the sun shines for a long time and warmly.
Der Himmel ist heute blau und ohne Wolken.;The sky is blue and without clouds today.
Im Winter liegt viel Schnee in den Bergen und Städten.;In winter there is a lot of snow in the mountains and cities.
Wir haben den Sonnenuntergang am Strand gesehen.;We saw the sunset at the beach.
Der Wind hat die Bäume stark bewegt im Park.;The wind moved the trees strongly in the park.
Ich mag warmes Wetter mehr als kaltes Wetter im Winter.;I like warm weather more than cold winter weather.
Es ist heute sehr heiß und sonnig draußen.;It is very hot and sunny outside today.
Der Regen hat die Straßen nass und rutschig gemacht.;The rain made the streets wet and slippery.
Ich habe meine Schlüssel im Auto vergessen.;I forgot my keys in the car.
Der Hund spielt mit einem Ball im Garten.;The dog plays with a ball in the garden.
Die Katze schläft auf dem Sofa im Wohnzimmer.;The cat sleeps on the sofa in the living room.
Wir haben einen neuen Fernseher für das Wohnzimmer gekauft.;We bought a new TV for the living room.
Ich habe mein Handy verloren und suche es überall.;I lost my phone and am searching everywhere.
Der Junge spielt mit seinem neuen Spielzeug im Zimmer.;The boy plays with his new toy in the room.
Wir haben das Wohnzimmer neu eingerichtet und dekoriert.;We redecorated and decorated the living room.
Ich habe eine Nachricht von meiner Freundin bekommen.;I received a message from my friend.
Die Familie wohnt in einem kleinen Haus in der Stadt.;The family lives in a small house in the city.
Ich habe den ganzen Tag Musik gehört und entspannt.;I listened to music all day and relaxed.
Ich stehe jeden Morgen um sieben Uhr auf.;I get up every morning at seven o’clock.
Wir gehen abends oft spazieren im Park.;We often go for a walk in the park in the evening.
Ich habe keine Zeit und bin sehr beschäftigt heute.;I have no time and am very busy today.
Der Mann liest die Zeitung im Zug zur Arbeit.;The man reads the newspaper on the train to work.
Wir haben ein Geschenk für den Geburtstag gekauft.;We bought a present for the birthday.
Ich habe meine Freunde im Park getroffen und gesprochen.;I met my friends in the park and talked.
Der Lehrer hat die Aufgabe im Unterricht erklärt.;The teacher explained the task in class.
Wir haben zusammen einen Film zu Hause gesehen.;We watched a movie together at home.
Ich habe einen Brief an meine Familie geschrieben.;I wrote a letter to my family.
Der Zug ist gerade am Bahnhof angekommen.;The train has just arrived at the station.
Gestern bin ich um sieben Uhr aufgestanden und zur Arbeit gegangen.;Yesterday I got up at seven o'clock and went to work.
Ich habe schon dreimal in Berlin gewohnt und kenne die Stadt gut.;I have already lived in Berlin three times and know the city well.
Als ich klein war, spielte ich jeden Tag im Garten mit Freunden.;When I was small, I played in the garden with friends every day.
Wir sind letztes Jahr nach München umgezogen und fühlen uns wohl.;We moved to Munich last year and feel comfortable.
Ich hatte keine Zeit zum Frühstücken, weil der Bus früh fuhr.;I had no time for breakfast because the bus left early.
Nächste Woche werde ich meinen Führerschein machen und Auto fahren.;Next week I will get my driver's license and drive a car.
Er hat mir gesagt, dass er morgen nicht kommen kann.;He told me that he cannot come tomorrow.
Während ich kochte, klingelte plötzlich das Telefon sehr laut.;While I was cooking, the telephone suddenly rang very loudly.
Ich möchte gerne ein neues Handy kaufen, aber es ist teuer.;I would like to buy a new mobile phone, but it is expensive.
Nachdem wir gegessen hatten, gingen wir gemeinsam spazieren im Park.;After we had eaten, we went for a walk together in the park.
Sie war sehr müde, weil sie die ganze Nacht gearbeitet hatte.;She was very tired because she had worked all night.
Wenn ich Zeit habe, besuche ich immer meine Großeltern am Wochenende.;When I have time, I always visit my grandparents on the weekend.
Ich wollte gestern ins Kino gehen, aber ich war krank.;I wanted to go to the cinema yesterday, but I was sick.
Er ist seit drei Jahren in Deutschland und lernt fleißig Deutsch.;He has been in Germany for three years and is studying German diligently.
Bevor ich zur Arbeit ging, trank ich schnell einen Kaffee.;Before I went to work, I quickly drank a coffee.
Wir haben uns letzten Monat ein neues Auto gekauft und bezahlt.;We bought and paid for a new car last month.
Als das Wetter schön war, fuhren wir oft ans Meer zusammen.;When the weather was nice, we often drove to the sea together.
Ich werde nächstes Jahr nach Spanien reisen und Spanisch lernen.;I will travel to Spain next year and learn Spanish.
Sie konnte nicht schlafen, weil die Nachbarn zu laut waren.;She could not sleep because the neighbors were too loud.
Nachdem ich aufgestanden war, duschte ich mich und frühstückte dann.;After I had gotten up, I showered and then had breakfast.
Er musste gestern länger arbeiten und kam spät nach Hause.;He had to work longer yesterday and came home late.
Ich bin schon oft in Paris gewesen und liebe diese Stadt.;I have been to Paris many times and love this city.
Während wir ferngesehen haben, ist unser Hund eingeschlafen.;While we were watching television, our dog fell asleep.
Sie durfte nicht mitkommen, weil sie ihre Hausaufgaben nicht gemacht hatte.;She was not allowed to come along because she had not done her homework.
Wenn das Wetter morgen schön ist, werden wir grillen im Garten.;If the weather is nice tomorrow, we will barbecue in the garden.
Ich hatte schon zweimal versucht, ihn anzurufen, aber er antwortete nicht.;I had already tried twice to call him, but he did not answer.
Er sollte gestern um drei Uhr kommen, aber er hat vergessen.;He was supposed to come at three o'clock yesterday, but he forgot.
Bevor das Konzert begann, kauften wir uns etwas zu trinken.;Before the concert began, we bought ourselves something to drink.
Wir wollten eigentlich ins Restaurant gehen, aber es war geschlossen.;We actually wanted to go to the restaurant, but it was closed.
Nachdem ich die Prüfung bestanden hatte, feierte ich mit meinen Freunden.;After I had passed the exam, I celebrated with my friends.
Sie ist vor zwei Wochen angekommen und sucht jetzt eine Wohnung.;She arrived two weeks ago and is now looking for an apartment.
Als ich jung war, konnte ich sehr gut Klavier spielen.;When I was young, I could play the piano very well.
Ich werde morgen früh aufstehen müssen, weil ich einen Termin habe.;I will have to get up early tomorrow because I have an appointment.
Er hat mir erzählt, dass er letztes Jahr in Italien war.;He told me that he was in Italy last year.
Während meines Urlaubs habe ich viele interessante Menschen kennengelernt.;During my vacation I met many interesting people.
Ich möchte später Arzt werden und kranken Menschen helfen.;I would like to become a doctor later and help sick people.
Bevor ich einschlief, las ich noch ein paar Seiten im Buch.;Before I fell asleep, I read a few more pages in the book.
Wir sind gestern im Regen spazieren gegangen und wurden ganz nass.;We went for a walk in the rain yesterday and got completely wet.
Sie hatte ihre Schlüssel verloren und musste den Schlosser rufen.;She had lost her keys and had to call the locksmith.
Wenn ich Geld hätte, würde ich ein großes Haus kaufen.;If I had money, I would buy a big house.
Nachdem der Film zu Ende war, gingen alle Menschen nach Hause.;After the film was over, all the people went home.
Er musste das Buch bis gestern lesen, aber er war faul.;He had to read the book by yesterday, but he was lazy.
Ich bin heute Morgen mit dem Fahrrad zur Arbeit gefahren.;I rode my bicycle to work this morning.
Als ich ankam, hatten sie schon mit dem Essen begonnen.;When I arrived, they had already started eating.
Sie wird nächste Woche nach Hamburg fahren und ihre Schwester besuchen.;She will go to Hamburg next week and visit her sister.
Während des Unterrichts durften wir nicht mit dem Handy spielen.;During class we were not allowed to play with our mobile phones.
Ich wollte dir helfen, aber ich hatte leider keine Zeit dafür.;I wanted to help you, but unfortunately I had no time for it.
Bevor wir ins Bett gingen, putzten wir noch unsere Zähne.;Before we went to bed, we brushed our teeth.
Er ist schon seit fünf Jahren verheiratet und hat zwei Kinder.;He has been married for five years and has two children.
Nachdem ich geduscht hatte, zog ich mich schnell an und ging.;After I had showered, I quickly got dressed and left.
Wenn du willst, können wir morgen zusammen ins Schwimmbad gehen.;If you want, we can go to the swimming pool together tomorrow.
Sie konnte die Aufgabe nicht lösen, weil sie zu schwierig war.;She could not solve the task because it was too difficult.
Ich habe gestern meine alte Schule besucht und die Lehrer getroffen.;I visited my old school yesterday and met the teachers.
Als das Telefon klingelte, war ich gerade unter der Dusche.;When the telephone rang, I was just in the shower.
Wir werden am Wochenende wahrscheinlich zu Hause bleiben und ausruhen.;We will probably stay at home and rest on the weekend.
Er sollte pünktlich sein, aber er kam wieder zu spät an.;He was supposed to be on time, but he arrived late again.
Bevor ich nach Deutschland kam, lebte ich zehn Jahre in Frankreich.;Before I came to Germany, I lived in France for ten years.
Während ich auf den Bus wartete, habe ich ein Buch gelesen.;While I was waiting for the bus, I read a book.
Ich hatte vor, heute ins Fitnessstudio zu gehen, aber ich bin erkältet.;I had planned to go to the gym today, but I have a cold.
Nachdem sie ihre Ausbildung beendet hatte, fand sie schnell einen Job.;After she had finished her training, she quickly found a job.
Sie ist letzte Woche nach London geflogen und besucht dort Freunde.;She flew to London last week and is visiting friends there.
Wenn ich mehr Sport machen würde, wäre ich viel gesünder und fitter.;If I did more sports, I would be much healthier and fitter.
Er musste gestern zum Arzt gehen, weil er starke Kopfschmerzen hatte.;He had to go to the doctor yesterday because he had a severe headache.
Ich bin vor drei Monaten hierher gezogen und fühle mich schon wohl.;I moved here three months ago and already feel comfortable.
Als Kind durfte ich nie lange fernsehen oder Computerspiele spielen.;As a child I was never allowed to watch television long or play computer games.
Bevor das Restaurant öffnete, standen schon viele Leute vor der Tür.;Before the restaurant opened, many people were already standing at the door.
Wir wollten eigentlich schwimmen gehen, aber das Wetter war zu kalt.;We actually wanted to go swimming, but the weather was too cold.
Nachdem ich Feierabend hatte, traf ich mich mit Freunden im Café.;After I finished work, I met friends at the café.
Sie wird bald Geburtstag haben und eine große Party machen.;She will have a birthday soon and have a big party.
Während meiner Schulzeit habe ich viele verschiedene Sprachen gelernt.;During my school days I learned many different languages.
Ich möchte gerne besser kochen können und nehme jetzt einen Kurs.;I would like to be able to cook better and am now taking a course.
Er hatte seine Brieftasche zu Hause vergessen und konnte nicht bezahlen.;He had forgotten his wallet at home and could not pay.
Wenn du früher kommst, können wir noch zusammen einen Kaffee trinken.;If you come earlier, we can still have a coffee together.
Bevor ich zur Universität ging, arbeitete ich zwei Jahre im Ausland.;Before I went to university, I worked abroad for two years.
Ich bin gestern im Supermarkt gewesen und habe viel eingekauft.;I was at the supermarket yesterday and bought a lot.
Als wir klein waren, spielten wir oft zusammen auf der Straße.;When we were small, we often played together on the street.
Sie wird wahrscheinlich nächsten Monat nach Italien ziehen und dort arbeiten.;She will probably move to Italy next month and work there.
Während ich arbeitete, rief meine Mutter an und wollte mich sprechen.;While I was working, my mother called and wanted to speak to me.
Ich wollte gestern Abend ausgehen, aber ich war zu müde dafür.;I wanted to go out yesterday evening, but I was too tired for it.
Nachdem wir angekommen waren, packten wir sofort unsere Koffer aus.;After we had arrived, we immediately unpacked our suitcases.
Er musste seine Reise absagen, weil er plötzlich krank geworden war.;He had to cancel his trip because he had suddenly become ill.
Ich habe schon viele Länder bereist und möchte noch mehr sehen.;I have already traveled to many countries and want to see more.
Als das Gewitter begann, waren wir gerade draußen im Garten.;When the thunderstorm began, we were just outside in the garden.
Bevor du gehst, solltest du noch schnell dein Zimmer aufräumen.;Before you go, you should quickly tidy your room.
Wenn ich Zeit gehabt hätte, wäre ich gerne mitgekommen ins Kino.;If I had had time, I would have gladly come along to the cinema.
Sie konnte gestern nicht zur Arbeit kommen, weil ihr Auto kaputt war.;She could not come to work yesterday because her car was broken.
Wir werden nächstes Jahr heiraten und eine schöne Hochzeit haben.;We will get married next year and have a beautiful wedding.
Während des Essens sprachen wir über unsere Zukunftspläne und Träume.;During the meal we talked about our future plans and dreams.
Ich hatte schon oft versucht, sie anzurufen, aber sie ging nie ran.;I had already tried many times to call her, but she never answered.
Nachdem ich den Film gesehen hatte, konnte ich nicht einschlafen.;After I had seen the film, I could not fall asleep.
Er sollte gestern die Präsentation halten, aber er war nicht vorbereitet.;He was supposed to give the presentation yesterday, but he was not prepared.
Ich bin letztes Wochenende bei meinen Eltern gewesen und habe übernachtet.;I was at my parents' last weekend and stayed overnight.
Als ich im Ausland lebte, habe ich viele neue Freunde gefunden.;When I lived abroad, I made many new friends.
Sie wird morgen früh zum Flughafen fahren und in den Urlaub fliegen.;She will drive to the airport early tomorrow and fly on vacation.
Bevor der Unterricht anfing, wiederholten wir die Vokabeln von gestern.;Before the class started, we reviewed the vocabulary from yesterday.
Während ich auf dich gewartet habe, habe ich drei E-Mails geschrieben.;While I was waiting for you, I wrote three emails.
Ich wollte eigentlich heute joggen gehen, aber es regnet stark draußen.;I actually wanted to go jogging today, but it is raining heavily outside.
Wenn das Wetter besser gewesen wäre, hätten wir gegrillt im Garten.;If the weather had been better, we would have barbecued in the garden.
Nachdem er die Prüfung nicht bestanden hatte, war er sehr enttäuscht.;After he had not passed the exam, he was very disappointed.
Sie musste ihren Hund zum Tierarzt bringen, weil er krank war.;She had to take her dog to the vet because he was sick.
Ich habe gestern meine Hausaufgaben gemacht und dann ferngesehen.;I did my homework yesterday and then watched television.
Als wir in Rom waren, haben wir viele Sehenswürdigkeiten besucht.;When we were in Rome, we visited many sights.
Er wird nächste Woche mit seiner neuen Stelle beginnen und umziehen.;He will start his new job next week and move.
Bevor ich ins Bett gehe, lese ich meistens noch eine halbe Stunde.;Before I go to bed, I usually read for another half hour.
Während meiner Krankheit haben mich viele Freunde besucht und aufgemuntert.;During my illness many friends visited me and cheered me up.
Ich wollte dir ein Geschenk kaufen, aber ich wusste nicht was.;I wanted to buy you a gift, but I didn't know what.
Nachdem wir den Berg erreicht hatten, machten wir eine lange Pause.;After we had reached the mountain, we took a long break.
Sie konnte die Arbeit nicht rechtzeitig fertig machen, weil sie krank war.;She could not finish the work on time because she was sick.
Wenn ich Lust habe, backe ich am Wochenende einen leckeren Kuchen.;If I feel like it, I bake a delicious cake on the weekend.
Ich bin heute mit dem Zug gefahren, weil mein Auto kaputt ist.;I took the train today because my car is broken.
Als ich nach Hause kam, stand mein Bruder schon vor der Tür.;When I came home, my brother was already standing at the door.
Er wird wahrscheinlich morgen anrufen und uns Bescheid geben müssen.;He will probably call tomorrow and have to let us know.
Bevor wir losgefahren sind, haben wir noch getankt und eingekauft.;Before we left, we refueled and went shopping.
Während ich schlief, hat jemand an der Tür geklingelt laut.;While I was sleeping, someone rang the doorbell loudly.
Ich hatte vergessen, die Tür abzuschließen, und war sehr beunruhigt.;I had forgotten to lock the door and was very worried.
Nachdem sie umgezogen war, musste sie sich an die neue Stadt gewöhnen.;After she had moved, she had to get used to the new city.
Sie sollte eigentlich um acht kommen, aber sie hat verschlafen leider.;She was actually supposed to come at eight, but unfortunately she overslept.
Ich habe gestern meinen alten Freund getroffen und mich sehr gefreut.;I met my old friend yesterday and was very happy.
Als Kind wollte ich immer Pilot werden und Flugzeuge fliegen können.;As a child I always wanted to become a pilot and be able to fly airplanes.
Wenn ich könnte, würde ich jeden Tag reisen und die Welt erkunden.;If I could, I would travel every day and explore the world.
Wir werden am Samstag wahrscheinlich einen Ausflug machen ins Grüne.;We will probably make a trip into the countryside on Saturday.
Bevor ich eine Entscheidung treffe, möchte ich noch darüber nachdenken.;Before I make a decision, I want to think about it.
Während des Urlaubs habe ich jeden Tag am Strand gelegen und entspannt.;During the vacation I lay on the beach every day and relaxed.
Ich wollte gestern noch einkaufen gehen, aber die Geschäfte waren geschlossen.;I wanted to go shopping yesterday, but the shops were closed.
Nachdem ich aufgeräumt hatte, konnte ich endlich mein Buch lesen.;After I had tidied up, I could finally read my book.
Er musste seine Pläne ändern, weil das Wetter zu schlecht wurde.;He had to change his plans because the weather became too bad.
Ich bin vor einem Jahr hierher gekommen und habe schnell Freunde gefunden.;I came here a year ago and quickly made friends.
Als es anfing zu schneien, waren wir gerade beim Wandern.;When it started to snow, we were just hiking.
Sie wird nächsten Monat ihren Abschluss machen und dann arbeiten gehen.;She will graduate next month and then go to work.
Bevor das Semester begann, musste ich noch viele Bücher kaufen.;Before the semester began, I still had to buy many books.
Während ich einkaufen war, hat mein Mann das Abendessen gekocht.;While I was shopping, my husband cooked dinner.
Ich hatte vor, heute früh ins Bett zu gehen, aber dann kam Besuch.;I had planned to go to bed early today, but then visitors came.
Wenn du Hilfe brauchst, kannst du mich jederzeit anrufen oder schreiben.;If you need help, you can call me or write anytime.
Nachdem der Regen aufgehört hatte, konnten wir endlich draußen spielen.;After the rain had stopped, we could finally play outside.
Sie konnte gestern nicht kommen, weil sie einen wichtigen Termin hatte.;She could not come yesterday because she had an important appointment.
Ich habe letzte Woche einen interessanten Artikel über Gesundheit gelesen.;I read an interesting article about health last week.
Als ich Student war, hatte ich immer sehr wenig Geld verfügbar.;When I was a student, I always had very little money available.
Er wird bald eine neue Wohnung suchen müssen, weil er umzieht.;He will have to look for a new apartment soon because he is moving.
Bevor ich nach Hause gehe, muss ich noch im Büro aufräumen.;Before I go home, I still have to tidy up in the office.
Während meiner Kindheit haben wir jeden Sommer am Meer verbracht.;During my childhood we spent every summer at the sea.
Ich wollte heute Sport machen, aber ich habe meine Sportsachen vergessen.;I wanted to do sports today, but I forgot my sports clothes.
Nachdem ich die Nachricht gehört hatte, war ich sehr überrascht und glücklich.;After I had heard the news, I was very surprised and happy.
Sie sollte gestern um zehn Uhr hier sein, aber sie verpasste den Bus.;She was supposed to be here at ten o'clock yesterday, but she missed the bus.
Ich bin gestern Abend ins Theater gegangen und habe ein Stück gesehen.;I went to the theater yesterday evening and saw a play.
Als wir geheiratet haben, war das Wetter wunderschön und sonnig.;When we got married, the weather was beautiful and sunny.
Wenn ich im Lotto gewinnen würde, würde ich sofort aufhören zu arbeiten.;If I won the lottery, I would immediately stop working.
Wir werden diesen Sommer wahrscheinlich nach Griechenland fahren und entspannen.;We will probably go to Greece this summer and relax.
Bevor ich ausziehe, muss ich noch viele Sachen organisieren und einpacken.;Before I move out, I still have to organize and pack many things.
Während ich im Supermarkt war, habe ich meinen Nachbarn getroffen.;While I was at the supermarket, I met my neighbor.
Ich hatte gehofft, dass du mich heute besuchen würdest und Zeit hast.;I had hoped that you would visit me today and have time.
Nachdem wir das Haus gekauft hatten, mussten wir noch renovieren.;After we had bought the house, we still had to renovate.
Er musste gestern Überstunden machen, weil viel Arbeit zu erledigen war.;He had to work overtime yesterday because there was a lot of work to do.
Ich habe vor zwei Wochen mit dem Rauchen aufgehört und fühle mich besser.;I quit smoking two weeks ago and feel better.
Als ich in der Schule war, mochte ich Mathematik überhaupt nicht.;When I was at school, I did not like mathematics at all.
Sie wird nächstes Jahr ihr Studium beenden und dann promovieren wollen.;She will finish her studies next year and then want to do a doctorate.
Bevor wir in den Urlaub fahren, müssen wir noch den Reisepass abholen.;Before we go on vacation, we still have to pick up the passport.
Während des Meetings habe ich wichtige Notizen gemacht für später.;During the meeting I took important notes for later.
Ich wollte gestern noch meine Oma anrufen, aber ich habe es vergessen.;I wanted to call my grandma yesterday, but I forgot.
Wenn ich mehr Zeit hätte, würde ich öfter Sport treiben und entspannen.;If I had more time, I would do sports more often and relax.
Nachdem ich das Buch gelesen hatte, habe ich es meiner Freundin empfohlen.;After I had read the book, I recommended it to my friend.
Sie konnte nicht zur Party kommen, weil sie arbeiten musste am Wochenende.;She could not come to the party because she had to work on the weekend.
Ich bin heute Morgen sehr früh aufgewacht, weil die Vögel laut sangen.;I woke up very early this morning because the birds were singing loudly.
Als ich das letzte Mal in Paris war, regnete es fast jeden Tag.;When I was in Paris last time, it rained almost every day.
Er wird morgen wahrscheinlich zu spät kommen, weil er immer verschläft.;He will probably come late tomorrow because he always oversleeps.
Bevor ich zur Party ging, habe ich mir noch die Haare gewaschen.;Before I went to the party, I washed my hair.
Während ich auf den Zug wartete, las ich Zeitung und trank Kaffee.;While I was waiting for the train, I read the newspaper and drank coffee.
Ich hatte vor, heute Morgen joggen zu gehen, aber ich bin erkältet.;I had planned to go jogging this morning, but I have a cold.
Nachdem sie die Stelle bekommen hatte, kündigte sie ihren alten Job.;After she had gotten the job, she quit her old job.
Sie sollte eigentlich abnehmen, aber sie isst zu viel Schokolade täglich.;She is actually supposed to lose weight, but she eats too much chocolate daily.
Ich habe gestern einen alten Film gesehen, den ich schon lange sehen wollte.;I saw an old film yesterday that I had wanted to see for a long time.
Als Kind träumte ich davon, Schauspieler zu werden und berühmt zu sein.;As a child I dreamed of becoming an actor and being famous.
Wenn das Wetter morgen gut ist, werden wir wandern gehen in den Bergen.;If the weather is good tomorrow, we will go hiking in the mountains.
Wir werden nächste Woche ein neues Auto kaufen müssen, das alte ist kaputt.;We will have to buy a new car next week, the old one is broken.
Bevor ich die Prüfung mache, muss ich noch viel lernen und wiederholen.;Before I take the exam, I still have to study and review a lot.
Während meiner Ausbildung habe ich in vielen verschiedenen Abteilungen gearbeitet.;During my training I worked in many different departments.
Ich wollte gestern mit dir sprechen, aber du warst nicht zu Hause.;I wanted to talk to you yesterday, but you were not at home.
Nachdem wir die Stadt besichtigt hatten, fuhren wir zurück zum Hotel.;After we had visited the city, we drove back to the hotel.
Er musste seine Meinung ändern, nachdem er die Fakten gehört hatte.;He had to change his opinion after he had heard the facts.
Ich bin letzten Sommer nach Spanien geflogen und habe dort Urlaub gemacht.;I flew to Spain last summer and vacationed there.
Als ich meine erste Wohnung hatte, war ich sehr stolz und glücklich.;When I had my first apartment, I was very proud and happy.
Sie wird bald ihren Traumjob finden und endlich glücklich sein können.;She will soon find her dream job and finally be able to be happy.
Bevor du eine Entscheidung triffst, solltest du alle Optionen abwägen.;Before you make a decision, you should weigh all options.
Während ich im Urlaub war, hat sich zu Hause viel verändert.;While I was on vacation, a lot changed at home.
Ich hatte nicht erwartet, dass so viele Leute zu meiner Party kommen würden.;I had not expected that so many people would come to my party.
Wenn ich gewusst hätte, dass du kommst, hätte ich Kuchen gebacken.;If I had known that you were coming, I would have baked cake.
Nachdem ich den Kurs beendet hatte, bekam ich ein Zertifikat überreicht.;After I had finished the course, I received a certificate.
Sie konnte die Frage nicht beantworten, weil sie den Text nicht gelesen hatte.;She could not answer the question because she had not read the text.
Ich habe vor drei Jahren angefangen Deutsch zu lernen und mache Fortschritte.;I started learning German three years ago and am making progress.
Als wir uns das erste Mal trafen, wusste ich sofort, dass wir Freunde werden.;When we met for the first time, I knew immediately that we would become friends.
Er wird morgen früh zum Arzt gehen müssen, weil er Fieber hat.;He will have to go to the doctor early tomorrow because he has a fever.
Bevor ich nach Deutschland kam, konnte ich kein Wort Deutsch sprechen.;Before I came to Germany, I could not speak a word of German.
Während des Studiums habe ich in verschiedenen Jobs gearbeitet für Geld.;During my studies I worked in various jobs for money.
Ich wollte heute meine Freundin besuchen, aber sie ist nicht zu Hause.;I wanted to visit my girlfriend today, but she is not at home.
Nachdem ich meinen Abschluss gemacht hatte, habe ich sofort eine Stelle gefunden.;After I had graduated, I immediately found a job.
Sie sollte gestern ihre Hausarbeit abgeben, aber sie war noch nicht fertig.;She was supposed to submit her homework yesterday, but she was not finished yet.
Ich bin gestern den ganzen Tag zu Hause geblieben und habe geruht.;I stayed at home all day yesterday and rested.
Als ich klein war, hatte ich Angst vor Hunden und großen Tieren.;When I was small, I was afraid of dogs and big animals.
Wenn ich mehr verdienen würde, könnte ich mir ein besseres Auto leisten.;If I earned more, I could afford a better car.
Wir werden dieses Wochenende wahrscheinlich zu Hause bleiben und entspannen.;We will probably stay at home this weekend and relax.
Bevor ich schlafen gehe, schalte ich immer alle Lichter aus im Haus.;Before I go to sleep, I always turn off all the lights in the house.
Während ich beim Arzt war, hat meine Mutter auf mein Kind aufgepasst.;While I was at the doctor's, my mother looked after my child.
Ich hatte gehofft, dass das Wetter besser wird, aber es regnet weiter.;I had hoped that the weather would get better, but it continues to rain.
Nachdem wir ins Restaurant gegangen waren, bestellten wir sofort das Essen.;After we had gone to the restaurant, we immediately ordered the food.
Er musste gestern seine Reise absagen, weil er sich das Bein gebrochen hatte.;He had to cancel his trip yesterday because he had broken his leg.
Ich habe letzte Woche einen Sprachkurs begonnen und lerne viel Neues.;I started a language course last week and am learning a lot of new things.
Als wir in den Ferien waren, haben wir jeden Tag am Strand verbracht.;When we were on vacation, we spent every day at the beach.
Sie wird nächstes Jahr in eine größere Wohnung ziehen müssen für Familie.;She will have to move into a bigger apartment next year for the family.
Bevor ich etwas sage, denke ich immer zweimal nach über die Worte.;Before I say something, I always think twice about the words.
Während meiner Reise durch Europa habe ich viele Kulturen kennengelernt.;During my trip through Europe I got to know many cultures.
Ich wollte gestern noch ins Fitnessstudio, aber ich hatte keine Energie mehr.;I wanted to go to the gym yesterday, but I had no more energy.
Wenn du früher Bescheid gesagt hättest, hätte ich dir helfen können.;If you had let me know earlier, I could have helped you.
Nachdem ich den Vertrag unterschrieben hatte, konnte ich einziehen sofort.;After I had signed the contract, I could move in immediately.
Sie konnte gestern nicht schlafen, weil sie zu viel Kaffee getrunken hatte.;She could not sleep yesterday because she had drunk too much coffee.
Ich bin vor kurzem befördert worden und verdiene jetzt mehr Geld.;I was promoted recently and now earn more money.
Als ich jung war, wollte ich die ganze Welt bereisen und entdecken.;When I was young, I wanted to travel and discover the whole world.
Er wird wahrscheinlich bald einen neuen Job suchen müssen wegen Unzufriedenheit.;He will probably have to look for a new job soon because of dissatisfaction.
Bevor wir das Haus verlassen, müssen wir alle Fenster schließen immer.;Before we leave the house, we always have to close all windows.
Während ich krank war, haben mich meine Kollegen oft angerufen.;While I was sick, my colleagues called me often.
Ich hatte nicht gedacht, dass die Prüfung so schwierig sein würde.;I had not thought that the exam would be so difficult.
Nachdem wir den Film gesehen hatten, diskutierten wir noch lange darüber.;After we had seen the film, we discussed it for a long time.
Sie sollte eigentlich mehr Sport machen, aber sie hat keine Zeit dafür.;She is actually supposed to do more sports, but she has no time for it.
Ich habe gestern mein Zimmer aufgeräumt und viele alte Sachen weggeworfen.;I tidied my room yesterday and threw away many old things.
Als ich das Angebot bekam, musste ich nicht lange überlegen und sagte ja.;When I got the offer, I did not have to think long and said yes.
Wenn ich mehr Freizeit hätte, würde ich ein neues Hobby anfangen wollen.;If I had more free time, I would want to start a new hobby.
Wir werden nächsten Monat unsere Wohnung renovieren und neu streichen lassen.;We will renovate our apartment next month and have it painted new.
Bevor ich zur Arbeit fahre, bringe ich immer mein Kind zur Schule.;Before I drive to work, I always take my child to school.
Während des Winters bin ich oft krank und habe Erkältungen bekommen.;During the winter I am often sick and have caught colds.
Ich wollte gestern noch mit dir reden, aber du hattest keine Zeit.;I wanted to talk to you yesterday, but you had no time.
Nachdem ich umgezogen war, brauchte ich einige Wochen zur Eingewöhnung.;After I had moved, I needed a few weeks to settle in.
Er musste seine Pläne komplett ändern, weil alles anders gekommen war.;He had to change his plans completely because everything had turned out differently.
Ich bin gestern sehr spät nach Hause gekommen und direkt eingeschlafen.;I came home very late yesterday and fell asleep immediately.
