Ich bin.;I am.
Nichtsdestotrotz blieb die kritische Frage unbeantwortet, ob die signifikanten Abweichungen tatsächlich kausal erklärbar seien.;Nevertheless, the critical question remained unanswered whether the significant deviations were in fact causally explicable.
Die komplexe Modellrechnung, durchgeführt unter streng kontrollierten Laborbedingungen, lieferte überraschend präzise Prognosen.;The complex model calculation, carried out under strictly controlled laboratory conditions, delivered surprisingly precise forecasts.
Es ist davon auszugehen, dass die sorgfältig dokumentierten Beobachtungen eine valide Grundlage für zukünftige Metaanalysen bilden.;It is to be assumed that the carefully documented observations form a valid basis for future meta-analyses.
Zumal die sozioökonomischen Rahmenbedingungen erheblich schwankten, mussten die statistischen Parameter flexibel angepasst werden.;Especially since the socioeconomic conditions fluctuated considerably, the statistical parameters had to be adjusted flexibly.
Die Forscher erklärten, die theoretischen Annahmen hätten sich im Verlauf der longitudinalen Studie signifikant verändert.;The researchers explained that the theoretical assumptions had changed significantly over the course of the longitudinal study.
Insoweit als die erhobenen Daten repräsentativ sind, können verallgemeinernde Aussagen mit gebotener Vorsicht formuliert werden.;Insofar as the collected data are representative, generalizing statements can be formulated with due caution.
Die methodisch anspruchsvolle Untersuchung, deren Ergebnisse kontrovers diskutiert wurden, trug wesentlich zur Differenzierung der Debatte bei.;The methodologically demanding study, whose results were controversially discussed, contributed significantly to the differentiation of the debate.
Die Projektleitung zog in Betracht, zusätzliche qualitative Interviews durchzuführen, um die bisherigen Erkenntnisse zu vertiefen.;The project management considered conducting additional qualitative interviews in order to deepen the previous findings.
Es bedarf einer präzisen Definition der zentralen Begriffe, damit die argumentative Struktur nachvollziehbar bleibt.;It requires a precise definition of the central terms so that the argumentative structure remains comprehensible.
Die Studie kommt zu dem Ergebnis, dass die beobachteten Effekte nicht isoliert betrachtet werden dürften.;The study comes to the conclusion that the observed effects should not be considered in isolation.
Eingedenk der ethischen Implikationen entschied sich das Forschungsteam, die sensiblen Daten anonymisiert zu veröffentlichen.;Mindful of the ethical implications, the research team decided to publish the sensitive data anonymously.
Die theoretische Abhandlung, deren sprachliche Präzision außerordentlich bemerkenswert ist, gilt als paradigmatisch für die Disziplin.;The theoretical treatise, whose linguistic precision is extraordinarily remarkable, is considered paradigmatic for the discipline.
Nichtsdestoweniger zeigte sich, dass die vermeintlich eindeutigen Resultate einer differenzierten Interpretation bedurften.;Nonetheless, it became apparent that the supposedly clear results required a differentiated interpretation.
Die statistische Auswertung erfolgte unter Berücksichtigung sämtlicher relevanter Kovariablen, wodurch die Aussagekraft signifikant erhöht wurde.;The statistical evaluation was carried out taking all relevant covariates into account, thereby significantly increasing its explanatory power.
Die Autoren führten aus, die methodischen Einschränkungen seien transparent offengelegt worden.;The authors stated that the methodological limitations had been transparently disclosed.
Vorausgesetzt, dass die finanziellen Ressourcen langfristig gesichert sind, kann das ambitionierte Forschungsprojekt nachhaltig fortgeführt werden.;Provided that the financial resources are secured in the long term, the ambitious research project can be continued sustainably.
Die Untersuchung legt nahe, dass die komplexen Wechselwirkungen nur durch eine interdisziplinäre Herangehensweise adäquat erfasst werden können.;The study suggests that the complex interactions can only be adequately captured through an interdisciplinary approach.
Insofern als die Ergebnisse reproduzierbar sind, stärken sie die Glaubwürdigkeit der gesamten Studie.;Insofar as the results are reproducible, they strengthen the credibility of the entire study.
Die differenziert formulierte Schlussfolgerung, deren argumentative Kohärenz überzeugte, wurde in der Fachwelt positiv aufgenommen.;The carefully formulated conclusion, whose argumentative coherence was convincing, was positively received in the professional community.
Es erscheint plausibel, dass die langfristigen Effekte bislang unterschätzt worden sind.;It appears plausible that the long-term effects have so far been underestimated.
Die umfassende Literaturrecherche, durchgeführt unter strengen wissenschaftlichen Kriterien, offenbarte erhebliche Forschungslücken.;The comprehensive literature review, conducted under strict academic criteria, revealed considerable research gaps.
Nichtsdestotrotz bleibt zu klären, inwiefern die theoretischen Modelle praktisch anwendbar sind.;Nevertheless, it remains to be clarified to what extent the theoretical models are practically applicable.
Die Forscher betonten, die bisherigen Annahmen seien kritisch zu hinterfragen und gegebenenfalls zu revidieren.;The researchers emphasized that the previous assumptions were to be critically questioned and, if necessary, revised.
Insoweit als institutionelle Rahmenbedingungen eine Rolle spielen, müssen diese explizit in die Analyse einbezogen werden.;Insofar as institutional conditions play a role, they must be explicitly included in the analysis.
Die sorgfältig ausgearbeitete Publikation, deren differenzierte Argumentationsweise hervorsticht, leistet einen wesentlichen Beitrag zur aktuellen Fachdiskussion.;The carefully elaborated publication, whose differentiated argumentative style stands out, makes a significant contribution to the current professional debate.
Wenngleich die sorgfältig ausgearbeitete Argumentation in sich schlüssig erschien, blieb ihre praktische Umsetzbarkeit unter realistischen Bedingungen zweifelhaft.;Although the carefully elaborated argumentation appeared internally coherent, its practical feasibility under realistic conditions remained doubtful.
Wiewohl die empirischen Befunde beeindruckend konsistent wirkten, ließen sich alternative Deutungen keineswegs vollständig ausschließen.;Although the empirical findings seemed impressively consistent, alternative interpretations could by no means be entirely excluded.
Alldieweil die institutionellen Rahmenbedingungen sich grundlegend gewandelt hatten, mussten die strategischen Zielsetzungen neu definiert werden.;Since the institutional conditions had fundamentally changed, the strategic objectives had to be redefined.
Kraft seiner langjährigen wissenschaftlichen Erfahrung vermochte der renommierte Gutachter die komplexe Problemlage erstaunlich präzise einzuschätzen.;By virtue of his many years of academic experience, the renowned reviewer was able to assess the complex situation remarkably precisely.
Vermittels einer eigens entwickelten, hochgradig differenzierten Analysemethode gelang es dem interdisziplinären Team, verborgene Zusammenhänge sichtbar zu machen.;By means of a specially developed, highly differentiated analytical method, the interdisciplinary team succeeded in making hidden connections visible.
Unbeschadet berechtigter Kritik an einzelnen methodischen Details behielt die grundlegende These ihre argumentative Überzeugungskraft.;Notwithstanding justified criticism of certain methodological details, the fundamental thesis retained its argumentative persuasiveness.
Eingedenk der historischen Verantwortung entschied sich die verantwortliche Kommission zu einer besonders transparenten Kommunikation.;Mindful of the historical responsibility, the responsible commission opted for particularly transparent communication.
Aus finanziellen Gründen halber wurde das ambitionierte Großprojekt schließlich überraschend eingestellt.;For financial reasons, the ambitious large-scale project was ultimately discontinued.
Dieweil die politischen Entscheidungsprozesse sich ungewöhnlich langwierig gestalteten, verzögerte sich die Implementierung der Reformmaßnahmen erheblich.;While the political decision-making processes proved unusually lengthy, the implementation of the reform measures was significantly delayed.
Indes blieb die zentrale Fragestellung trotz intensiver Debatten weiterhin ungelöst im Raum stehen.;Meanwhile, the central question remained unresolved despite intensive debates.
Mitnichten war die vermeintlich einfache Lösung so überzeugend, wie sie auf den ersten Blick erschien.;By no means was the supposedly simple solution as convincing as it appeared at first glance.
Schlechterdings unhaltbar erschien dem kritischen Beobachter die allzu optimistische Prognose des euphorischen Vorstands.;The overly optimistic forecast of the euphoric board appeared absolutely untenable to the critical observer.
Gleichwohl erkannte man in der differenzierten Stellungnahme einen ernstzunehmenden Versuch sachlicher Vermittlung.;Nevertheless, one recognized in the differentiated statement a serious attempt at objective mediation.
Das ist ja wohl kaum eine tragfähige, langfristig durchdachte Strategie, meinte der skeptische Analyst leise.;That is surely hardly a sustainable, long-term strategy, the skeptical analyst remarked quietly.
Du hättest doch zumindest mal die ausführliche Dokumentation gründlich durchlesen können.;You could at least have read through the detailed documentation thoroughly.
Sei es, dass unerwartete externe Faktoren die Prognose verfälschten, sei es, dass interne Planungsfehler vorlagen, die Ursachen blieben komplex.;Whether unexpected external factors distorted the forecast or internal planning errors existed, the causes remained complex.
Man lasse sich von der oberflächlich überzeugenden Präsentation nicht vorschnell blenden.;One should not allow oneself to be prematurely dazzled by the superficially convincing presentation.
Zu bedenken wäre ferner, ob die langfristigen sozioökonomischen Konsequenzen hinreichend berücksichtigt worden sind.;It would furthermore be worth considering whether the long-term socioeconomic consequences have been sufficiently taken into account.
So deutlich war die implizite Kritik formuliert, dass sie selbst von unerfahrenen Zuhörern unmittelbar verstanden wurde.;So clearly was the implicit criticism formulated that it was immediately understood even by inexperienced listeners.
Kaum hatte die ambitionierte Reforminitiative an Fahrt gewonnen, da regte sich bereits unerwartet heftiger Widerstand.;Hardly had the ambitious reform initiative gained momentum when unexpectedly strong resistance arose.
Wenngleich der literarisch anspruchsvolle Text stellenweise bewusst mehrdeutig gestaltet war, erschloss sich seine zentrale Botschaft dem geduldigen Leser schließlich dennoch.;Although the literarily sophisticated text was deliberately ambiguous in places, its central message ultimately revealed itself to the patient reader nonetheless.
Alldieweil die ökonomischen Rahmenbedingungen prekär geblieben waren, erwies sich die vorsichtig formulierte Prognose als erstaunlich zutreffend.;Since the economic conditions had remained precarious, the cautiously formulated forecast proved surprisingly accurate.
Kraft verfassungsrechtlicher Bestimmungen war die unabhängige Institution befugt, weitreichende Entscheidungen autonom zu treffen.;By virtue of constitutional provisions, the independent institution was authorized to make far-reaching decisions autonomously.
Vermittels gezielter diplomatischer Interventionen konnte der eskalierende Konflikt vorerst eingedämmt werden.;By means of targeted diplomatic interventions, the escalating conflict could initially be contained.
Unbeschadet ihrer beeindruckenden Fachkompetenz blieb die junge Expertin bemerkenswert bescheiden und zurückhaltend.;Notwithstanding her impressive expertise, the young expert remained remarkably modest and reserved.
Indessen zeigte sich im Verlauf der hitzigen Debatte, dass die Positionen unvereinbar verhärtet waren.;Meanwhile, it became apparent during the heated debate that the positions had become irreconcilably entrenched.
Mitnichten lasse sich behaupten, die komplexe Problematik sei bereits abschließend geklärt.;By no means can it be claimed that the complex issue has already been conclusively resolved.
Schlechterdings unmöglich erschien es dem erfahrenen Juristen, die widersprüchlichen Aussagen widerspruchsfrei zu harmonisieren.;It appeared absolutely impossible to the experienced jurist to reconcile the contradictory statements without contradiction.
Gleichwohl war die kompromissbereite Haltung des moderaten Vermittlers ein konstruktiver Schritt in Richtung Verständigung.;Nevertheless, the compromise-oriented attitude of the moderate mediator was a constructive step toward mutual understanding.
So eindringlich hatte der engagierte Redner argumentiert, dass selbst skeptische Zuhörer ins Nachdenken gerieten.;So emphatically had the committed speaker argued that even skeptical listeners began to reflect.
Gestern habe ich mit meinen Freunden im Park Fußball gespielt.;Yesterday I played football with my friends in the park.
Wenn das Wetter schön ist, gehen wir oft am Wochenende schwimmen.;When the weather is nice, we often go swimming on the weekend.
Meine Schwester hat mir zum Geburtstag ein interessantes Buch geschenkt.;My sister gave me an interesting book for my birthday.
Ich würde gerne nächstes Jahr nach Berlin fahren und dort studieren.;I would like to go to Berlin next year and study there.
Obwohl ich müde war, habe ich bis Mitternacht für die Prüfung gelernt.;Although I was tired, I studied for the exam until midnight.
Der Mann, den ich gestern getroffen habe, war sehr freundlich und hilfsbereit.;The man whom I met yesterday was very friendly and helpful.
Nachdem ich gefrühstückt hatte, bin ich mit dem Bus zur Arbeit gefahren.;After I had eaten breakfast, I took the bus to work.
Mein Vater arbeitet seit zwanzig Jahren als Ingenieur in einer großen Firma.;My father has been working as an engineer in a large company for twenty years.
Die Kinder freuen sich schon auf die Sommerferien und den Urlaub am Meer.;The children are already looking forward to the summer holidays and the vacation at the sea.
Ich muss heute Abend meiner Mutter bei der Vorbereitung des Abendessens helfen.;I have to help my mother with the preparation of dinner this evening.
Kannst du mir bitte erklären, wie man diese komplizierte Aufgabe lösen kann.;Can you please explain to me how one can solve this complicated task.
Wir haben uns entschieden, dieses Wochenende in den Bergen wandern zu gehen.;We have decided to go hiking in the mountains this weekend.
Bevor ich ins Bett gehe, lese ich normalerweise noch ein paar Seiten.;Before I go to bed, I usually read a few more pages.
Die neue Wohnung gefällt mir sehr gut, weil sie hell und modern ist.;I like the new apartment very much because it is bright and modern.
Meine Tante hat sich das Bein gebrochen und liegt jetzt im Krankenhaus.;My aunt broke her leg and is now in the hospital.
Während meines Urlaubs habe ich viele schöne Fotos von der Landschaft gemacht.;During my vacation I took many beautiful photos of the landscape.
Der Film, den wir gestern gesehen haben, war spannend aber etwas zu lang.;The film that we saw yesterday was exciting but a bit too long.
Ich interessiere mich sehr für Geschichte und lese oft Bücher darüber.;I am very interested in history and often read books about it.
Um gesund zu bleiben, sollte man regelmäßig Sport treiben und gesund essen.;To stay healthy, one should exercise regularly and eat healthily.
Nachdem der Zug angekommen war, stiegen viele Passagiere schnell aus.;After the train had arrived, many passengers got off quickly.
Mein Bruder hat sich bei seiner Firma um eine bessere Position beworben.;My brother applied for a better position at his company.
Wenn ich mehr Zeit hätte, würde ich öfter meine Großeltern in Hamburg besuchen.;If I had more time, I would visit my grandparents in Hamburg more often.
Die Studenten müssen bis nächste Woche eine lange Hausarbeit über Klimawandel schreiben.;The students have to write a long paper about climate change by next week.
Gestern Abend sind wir in ein gemütliches Restaurant in der Altstadt gegangen.;Yesterday evening we went to a cozy restaurant in the old town.
Ich habe versucht, ihn anzurufen, aber er hat leider nicht geantwortet.;I tried to call him, but unfortunately he didn't answer.
Bevor du die Entscheidung triffst, solltest du dir alles genau überlegen.;Before you make the decision, you should think about everything carefully.
Meine Nachbarin hat mir erzählt, dass sie bald nach Österreich umziehen wird.;My neighbor told me that she will move to Austria soon.
Der Arzt hat mir geraten, mehr Wasser zu trinken und weniger Kaffee.;The doctor advised me to drink more water and less coffee.
Wir mussten lange auf den Bus warten, weil er wegen des Verkehrs verspätet war.;We had to wait a long time for the bus because it was delayed due to traffic.
Ich finde es wichtig, dass Kinder früh eine Fremdsprache lernen können.;I think it is important that children can learn a foreign language early.
Nachdem ich die Nachrichten gelesen hatte, war ich über die Situation sehr besorgt.;After I had read the news, I was very worried about the situation.
Mein Onkel hat mir empfohlen, während des Studiums ein Praktikum zu machen.;My uncle recommended that I do an internship during my studies.
Die Lehrerin hat den Schülern erklärt, warum diese Regel so wichtig ist.;The teacher explained to the students why this rule is so important.
Obwohl es stark geregnet hat, sind wir trotzdem zum Konzert gegangen.;Although it rained heavily, we went to the concert anyway.
Ich hatte gehofft, dass du mir bei diesem schwierigen Problem helfen könntest.;I had hoped that you could help me with this difficult problem.
Die Regierung plant, in den nächsten Jahren mehr Geld für Bildung auszugeben.;The government plans to spend more money on education in the coming years.
Seit drei Monaten lerne ich Deutsch und kann schon einfache Gespräche führen.;I have been learning German for three months and can already have simple conversations.
Meine Freundin hat sich beschwert, dass die Wohnung zu teuer geworden ist.;My girlfriend complained that the apartment has become too expensive.
Wenn du dich nicht beeilst, werden wir den Zug nach München verpassen.;If you don't hurry, we will miss the train to Munich.
Der Chef hat gesagt, dass alle Mitarbeiter pünktlich zur Besprechung kommen sollen.;The boss said that all employees should come to the meeting on time.
Ich habe vergessen, die Tür abzuschließen, bevor ich das Haus verlassen habe.;I forgot to lock the door before I left the house.
Die Kinder durften gestern Abend länger aufbleiben und einen Film anschauen.;The children were allowed to stay up longer last night and watch a movie.
Während der Präsentation haben viele Leute wichtige Fragen zu dem Projekt gestellt.;During the presentation, many people asked important questions about the project.
Ich weiß nicht, ob ich nächstes Jahr genug Geld für die Reise haben werde.;I don't know if I will have enough money for the trip next year.
Mein Kollege hat sich über das schlechte Wetter und die Kälte beschwert.;My colleague complained about the bad weather and the cold.
Nachdem sie die Prüfung bestanden hatte, feierte sie mit ihrer ganzen Familie.;After she had passed the exam, she celebrated with her whole family.
Der Verkäufer hat uns verschiedene Modelle gezeigt und alle Vorteile erklärt.;The salesman showed us different models and explained all the advantages.
Ich muss noch schnell einkaufen gehen, bevor die Geschäfte heute Abend schließen.;I still have to go shopping quickly before the stores close this evening.
Die Ärzte haben herausgefunden, dass eine gesunde Ernährung sehr wichtig für uns ist.;The doctors have found out that a healthy diet is very important for us.
Obwohl der Kellner sehr freundlich war, hat das Essen uns nicht gut geschmeckt.;Although the waiter was very friendly, we didn't like the food.
Ich habe gehört, dass in dieser Stadt viele internationale Firmen ansässig sind.;I heard that many international companies are based in this city.
Meine Mutter möchte, dass ich ihr öfter bei der Hausarbeit helfe und aufräume.;My mother wants me to help her more often with the housework and tidy up.
Wenn das Projekt erfolgreich ist, werden wir nächstes Jahr mehr Mitarbeiter einstellen.;If the project is successful, we will hire more employees next year.
Der Professor hat den Studenten empfohlen, mehr wissenschaftliche Artikel zu lesen und zu diskutieren.;The professor recommended that the students read and discuss more scientific articles.
Wir haben beschlossen, unseren Urlaub zu verschieben, weil mein Mann krank geworden ist.;We decided to postpone our vacation because my husband became ill.
Die Polizei hat den Unfall untersucht und einen ausführlichen Bericht darüber geschrieben.;The police investigated the accident and wrote a detailed report about it.
Ich habe mich gefragt, warum sie mir nicht die Wahrheit über die Situation erzählt hat.;I wondered why she didn't tell me the truth about the situation.
Nachdem wir das Museum besucht hatten, gingen wir in ein Café und tranken Kaffee.;After we had visited the museum, we went to a café and drank coffee.
Mein Freund hat mir versprochen, dass er mir bei dem Umzug helfen wird.;My friend promised me that he will help me with the move.
Die Politiker diskutieren gerade über neue Gesetze zum Schutz der Umwelt und Natur.;The politicians are currently discussing new laws to protect the environment and nature.
Ich würde lieber zu Hause bleiben, anstatt bei diesem schrecklichen Wetter rauszugehen.;I would rather stay at home instead of going out in this terrible weather.
Der Mechaniker hat erklärt, dass die Reparatur des Autos mindestens drei Tage dauern wird.;The mechanic explained that the repair of the car will take at least three days.
Obwohl ich viel gelernt habe, habe ich die Mathematikprüfung leider nicht bestanden.;Although I studied a lot, I unfortunately did not pass the mathematics exam.
Die Touristen haben sich über die schöne Architektur und die freundlichen Menschen gefreut.;The tourists were happy about the beautiful architecture and the friendly people.
Ich kann dir leider nicht sagen, wann der nächste Bus zur Universität fahren wird.;Unfortunately I cannot tell you when the next bus to the university will leave.
Meine Schwester hat sich entschieden, nach dem Abitur ein Jahr ins Ausland zu gehen.;My sister has decided to go abroad for a year after graduating from high school.
Bevor wir in den Urlaub fahren, müssen wir noch viele wichtige Dinge organisieren.;Before we go on vacation, we still have to organize many important things.
Der Journalist hat einen interessanten Artikel über die wirtschaftliche Entwicklung des Landes geschrieben.;The journalist wrote an interesting article about the economic development of the country.
Wenn ich im Lotto gewinnen würde, würde ich ein großes Haus kaufen und reisen.;If I won the lottery, I would buy a big house and travel.
Die Schüler haben sich darüber gefreut, dass der Lehrer die Hausaufgaben nicht kontrolliert hat.;The students were happy that the teacher did not check the homework.
Ich habe versucht, das Problem selbst zu lösen, aber es war einfach zu kompliziert.;I tried to solve the problem myself, but it was simply too complicated.
Nachdem der Regen aufgehört hatte, kam die Sonne wieder heraus und es wurde wärmer.;After the rain had stopped, the sun came out again and it got warmer.
Mein Bruder interessiert sich sehr für Technologie und möchte Informatik studieren.;My brother is very interested in technology and wants to study computer science.
Die Firma hat angekündigt, dass sie viele neue Arbeitsplätze in der Region schaffen wird.;The company announced that it will create many new jobs in the region.
Ich hoffe, dass du dich schnell von deiner Krankheit erholst und gesund wirst.;I hope that you recover quickly from your illness and get well.
Obwohl die Wohnung klein ist, fühlen wir uns dort sehr wohl und glücklich.;Although the apartment is small, we feel very comfortable and happy there.
Der Busfahrer hat uns gesagt, dass wir an der nächsten Haltestelle aussteigen müssen.;The bus driver told us that we have to get off at the next stop.
Ich habe meinen alten Freund zufällig auf der Straße getroffen und mich sehr gefreut.;I met my old friend by chance on the street and was very happy.
Wenn du mehr über dieses Thema erfahren möchtest, solltest du im Internet recherchieren.;If you want to learn more about this topic, you should do research on the internet.
Die Mitarbeiter haben sich beschwert, dass sie zu viele Überstunden machen müssen.;The employees complained that they have to work too much overtime.
Nachdem ich das Buch gelesen hatte, verstand ich endlich die Hauptidee der Geschichte.;After I had read the book, I finally understood the main idea of the story.
Meine Eltern haben mir erlaubt, mit meinen Freunden übers Wochenende wegzufahren.;My parents allowed me to go away with my friends for the weekend.
Der Bürgermeister hat versprochen, mehr Geld für öffentliche Verkehrsmittel und Parks auszugeben.;The mayor promised to spend more money on public transport and parks.
Ich finde es schade, dass wir uns so selten sehen und miteinander sprechen können.;I think it's a shame that we see each other so rarely and can talk to each other.
Obwohl er sehr talentiert ist, hat er noch nicht die richtige Arbeitsstelle gefunden.;Although he is very talented, he has not yet found the right job.
Die Studenten müssen während des Semesters mehrere wichtige Projekte und Präsentationen abgeben.;The students have to submit several important projects and presentations during the semester.
Ich hatte gedacht, dass die Konferenz interessanter sein würde als sie war.;I had thought that the conference would be more interesting than it was.
Nachdem wir das Auto geparkt hatten, liefen wir durch die malerische Altstadt.;After we had parked the car, we walked through the picturesque old town.
Meine Cousine hat sich für einen Sprachkurs angemeldet, um ihr Englisch zu verbessern.;My cousin registered for a language course to improve her English.
Der Minister hat erklärt, warum die neuen Reformen für die Zukunft wichtig sind.;The minister explained why the new reforms are important for the future.
Wenn du Fragen zu diesem Thema hast, kannst du mich jederzeit gerne anrufen.;If you have questions about this topic, you can call me anytime.
Ich habe beschlossen, weniger Fleisch zu essen und mehr vegetarische Gerichte zu kochen.;I have decided to eat less meat and cook more vegetarian dishes.
Die Kinder haben den ganzen Nachmittag im Garten gespielt und viel Spaß gehabt.;The children played in the garden all afternoon and had a lot of fun.
Obwohl ich nicht viel Erfahrung hatte, hat mich die Firma trotzdem eingestellt.;Although I didn't have much experience, the company hired me anyway.
Der Lehrer hat den Eltern mitgeteilt, dass ihre Kinder große Fortschritte gemacht haben.;The teacher informed the parents that their children have made great progress.
Ich werde versuchen, früher aufzustehen, damit ich mehr Zeit für das Frühstück habe.;I will try to get up earlier so that I have more time for breakfast.
Nachdem sie ihre Ausbildung abgeschlossen hatte, begann sie sofort mit der Arbeit.;After she had completed her training, she immediately started working.
Mein Chef hat mir geraten, an einem Fortbildungskurs teilzunehmen und mich weiterzubilden.;My boss advised me to participate in a further training course and continue my education.
Die Nachbarn haben sich über den Lärm beschwert, der jeden Abend zu hören ist.;The neighbors complained about the noise that can be heard every evening.
Wenn das Wetter morgen besser wird, können wir endlich unseren Ausflug machen.;If the weather gets better tomorrow, we can finally make our trip.
Ich habe vergessen, meinen Regenschirm mitzunehmen, und bin völlig nass geworden.;I forgot to take my umbrella and got completely wet.
Der Direktor hat betont, dass Teamarbeit und Kommunikation sehr wichtig für den Erfolg sind.;The director emphasized that teamwork and communication are very important for success.
Obwohl die Preise gestiegen sind, kaufen viele Menschen immer noch gerne dort ein.;Although the prices have increased, many people still like to shop there.
Ich möchte gerne wissen, ob du mir bei der Vorbereitung der Party helfen kannst.;I would like to know if you can help me with the preparation of the party.
Meine Freunde haben vorgeschlagen, dass wir nächsten Sommer zusammen nach Italien fahren.;My friends suggested that we go to Italy together next summer.
Nachdem der Vortrag beendet war, stellten die Zuhörer viele interessante Fragen zum Thema.;After the lecture was over, the audience asked many interesting questions about the topic.
Der Arzt hat empfohlen, dass ich mehr Sport treiben und mich gesünder ernähren sollte.;The doctor recommended that I should exercise more and eat healthier.
Ich habe gehört, dass diese Universität einen sehr guten Ruf in Europa hat.;I heard that this university has a very good reputation in Europe.
Wenn ich genug Geld gespart habe, werde ich mir endlich ein neues Auto kaufen.;When I have saved enough money, I will finally buy myself a new car.
Die Politiker haben versprochen, die Probleme im Gesundheitssystem schnell zu lösen.;The politicians promised to solve the problems in the healthcare system quickly.
Obwohl er sehr nervös war, hat er seine Präsentation sehr gut und überzeugend gemacht.;Although he was very nervous, he gave his presentation very well and convincingly.
Ich muss noch die Wäsche waschen und das Zimmer aufräumen, bevor die Gäste kommen.;I still have to wash the laundry and tidy up the room before the guests arrive.
Meine Tante hat erzählt, dass sie früher in vielen verschiedenen Ländern gelebt hat.;My aunt told me that she used to live in many different countries.
Der Trainer hat den Spielern gesagt, dass sie härter trainieren und konzentrierter spielen müssen.;The coach told the players that they have to train harder and play more focused.
Nachdem ich den Artikel gelesen hatte, änderte sich meine Meinung zu diesem Thema komplett.;After I had read the article, my opinion on this topic changed completely.
Ich würde gerne mehr Zeit mit meiner Familie verbringen, aber ich arbeite zu viel.;I would like to spend more time with my family, but I work too much.
Die Forscher haben entdeckt, dass regelmäßige Bewegung das Risiko für Krankheiten senkt.;The researchers discovered that regular exercise reduces the risk of diseases.
Wenn du mir nicht glaubst, kannst du selbst im Internet nach Informationen suchen.;If you don't believe me, you can search for information on the internet yourself.
Mein Vater hat mir beigebracht, wie man Auto fährt und sich im Verkehr verhält.;My father taught me how to drive a car and behave in traffic.
Die Lehrerin hat die Schüler gebeten, ihre Handys während des Unterrichts auszuschalten.;The teacher asked the students to turn off their mobile phones during class.
Obwohl wir uns erst seit kurzem kennen, verstehen wir uns schon sehr gut.;Although we have only known each other for a short time, we already get along very well.
Ich habe beschlossen, mehr Zeit in der Natur zu verbringen und öfter wandern zu gehen.;I have decided to spend more time in nature and go hiking more often.
Der Lehrer erklärte uns gestern die wichtigsten Regeln der deutschen Grammatik sehr ausführlich.;The teacher explained to us yesterday the most important rules of German grammar very thoroughly.
Meine Großmutter backt jeden Sonntag einen köstlichen Apfelkuchen für die ganze Familie.;My grandmother bakes a delicious apple cake for the whole family every Sunday.
Wir haben beschlossen, unser altes Fahrrad zu verkaufen und ein neues zu kaufen.;We have decided to sell our old bicycle and buy a new one.
Der Zug hatte zwanzig Minuten Verspätung, deshalb verpassten wir unseren Anschluss nach Stuttgart.;The train was twenty minutes late, therefore we missed our connection to Stuttgart.
Ich freue mich darauf, nächsten Monat meine beste Freundin in Wien zu besuchen.;I am looking forward to visiting my best friend in Vienna next month.
Nachdem er seine Hausaufgaben gemacht hatte, durfte er draußen mit seinen Freunden spielen.;After he had done his homework, he was allowed to play outside with his friends.
Die Ärztin hat meinem Großvater neue Medikamente verschrieben, die ihm hoffentlich helfen werden.;The doctor prescribed new medications to my grandfather that will hopefully help him.
Obwohl das Restaurant sehr voll war, haben wir sofort einen schönen Tisch bekommen.;Although the restaurant was very full, we immediately got a nice table.
Mein Bruder hat sich ein neues Smartphone gekauft, weil sein altes kaputt gegangen ist.;My brother bought himself a new smartphone because his old one broke.
Wenn ich Zeit hätte, würde ich gerne einen Tanzkurs besuchen und Salsa lernen.;If I had time, I would like to attend a dance course and learn salsa.
Die Studenten haben fleißig für die Abschlussprüfung gelernt und hoffen auf gute Ergebnisse.;The students studied diligently for the final exam and hope for good results.
Ich bin heute früher nach Hause gegangen, weil ich mich nicht wohl gefühlt habe.;I went home earlier today because I did not feel well.
Der Kellner brachte uns die Speisekarte und empfahl uns das Tagesgericht mit Fisch.;The waiter brought us the menu and recommended the daily special with fish.
Meine Eltern haben mir verboten, bis spät in die Nacht auf Partys zu gehen.;My parents forbade me to go to parties until late at night.
Nachdem wir das Konzert besucht hatten, unterhielten wir uns noch lange über die Musik.;After we had attended the concert, we talked for a long time about the music.
Der Bürgermeister verspricht, neue Fahrradwege in der ganzen Stadt bauen zu lassen.;The mayor promises to have new bicycle paths built throughout the city.
Ich muss heute noch zur Bank gehen und Geld für die Miete abheben.;I still have to go to the bank today and withdraw money for the rent.
Obwohl sie sehr jung ist, spricht meine Nichte schon drei Sprachen fließend.;Although she is very young, my niece already speaks three languages fluently.
Der Pilot hat den Passagieren mitgeteilt, dass wir in zehn Minuten landen werden.;The pilot informed the passengers that we will land in ten minutes.
Wenn du Hilfe brauchst, kannst du mich jederzeit anrufen oder mir schreiben.;If you need help, you can call me or write to me anytime.
Meine Kollegin hat sich bei der Arbeit verletzt und musste zum Arzt gehen.;My colleague injured herself at work and had to go to the doctor.
Die Kinder haben im Garten einen kleinen Gemüsegarten angelegt und Tomaten gepflanzt.;The children created a small vegetable garden in the yard and planted tomatoes.
Ich habe vergessen, die Fenster zu schließen, bevor das Gewitter angefangen hat.;I forgot to close the windows before the thunderstorm started.
Nachdem der Film zu Ende war, diskutierten wir über die interessante Handlung.;After the movie was over, we discussed the interesting plot.
Der Professor hat uns erklärt, warum wir diese wissenschaftliche Methode anwenden sollten.;The professor explained to us why we should apply this scientific method.
Mein Onkel arbeitet als Architekt und hat schon viele moderne Gebäude entworfen.;My uncle works as an architect and has already designed many modern buildings.
Obwohl ich müde bin, muss ich heute Abend noch einen wichtigen Bericht schreiben.;Although I am tired, I still have to write an important report this evening.
